GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
6535	8.86e-45	9.09e-48	0.3119	-14.519712	-4.5280168	4858.52	SLC6A8	solute carrier family 6 member 8
3848	1.11e-43	1.20e-46	0.4219	-14.341929	-6.0510052	7791.42	KRT1	keratin 1
954	1.64e-43	1.86e-46	0.5378	-14.311277	-7.6963147	77.96	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2
64411	1.90e-43	2.26e-46	0.1478	-14.297866	-2.1130402	4459.36	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
389860	5.23e-43	6.50e-46	0.3963	-14.224027	-5.6370566	3109.03	PAGE2B	PAGE family member 2B
25893	1.51e-42	1.95e-45	0.3452	-14.146814	-4.8837386	17006.61	TRIM58	tripartite motif containing 58
65018	1.62e-42	2.26e-45	0.1957	-14.136728	-2.7664858	7735.4	PINK1	PTEN induced kinase 1
101929866	1.62e-42	2.27e-45	0.2942	-14.136297	-4.1595208	1704.45	LINC02597	long intergenic non-protein coding RNA 2597
4601	1.99e-42	2.91e-45	0.2812	-14.118812	-3.9701913	7017.78	MXI1	MAX interactor 1, dimerization protein
162466	5.18e-42	7.83e-45	0.3014	-14.048873	-4.2338111	26664.3	PHOSPHO1	phosphoethanolamine/phosphocholine phosphatase 1
6622	9.19e-42	1.44e-44	0.3387	-14.005661	-4.7439838	14057.05	SNCA	synuclein alpha
147700	3.27e-41	5.29e-44	0.3526	-13.912835	-4.9060457	943.91	KLC3	kinesin light chain 3
249	5.33e-41	8.93e-44	0.2666	-13.875418	-3.6985863	36413.87	ALPL	alkaline phosphatase, biomineralization associated
56666	5.83e-41	1.01e-43	0.2284	-13.866799	-3.1675684	1640.23	PANX2	pannexin 2
84985	7.31e-41	1.30e-43	0.6054	-13.848346	-8.3842876	259.97	FAM83A	family with sequence similarity 83 member A
762	1.16e-40	2.12e-43	0.2118	-13.81324	-2.9255289	2127.16	CA4	carbonic anhydrase 4
9902	1.08e-39	2.05e-42	0.2971	-13.64891	-4.0550632	622.48	MRC2	mannose receptor C type 2
6710	1.65e-39	3.21e-42	0.2598	-13.616182	-3.5381484	3145.73	SPTB	spectrin beta, erythrocytic
7145	2.37e-39	4.74e-42	0.3051	-13.587603	-4.1459512	7862.09	TNS1	tensin 1
2050	2.47e-39	5.06e-42	0.1983	-13.582888	-2.6940931	1387.32	EPHB4	EPH receptor B4
54849	2.94e-39	6.19e-42	0.1063	-13.568066	-1.4418946	7777.24	DEF8	differentially expressed in FDCP 8 homolog
79937	5.52e-39	1.19e-41	0.4075	-13.519906	-5.5087454	533.11	CNTNAP3	contactin associated protein family member 3
9537	7.76e-39	1.72e-41	0.1693	-13.493053	-2.2837339	7627.24	TP53I11	tumor protein p53 inducible protein 11
286	1.21e-38	2.75e-41	0.3118	-13.458375	-4.1969085	3923.59	ANK1	ankyrin 1
51094	1.25e-38	2.89e-41	0.2333	-13.454569	-3.1394873	55222.87	ADIPOR1	adiponectin receptor 1
115330	1.61e-38	3.82e-41	0.3046	-13.433992	-4.0913528	2536.89	GPR146	G protein-coupled receptor 146
1847	7.16e-38	1.74e-40	0.1963	13.321306	2.6155015	1349.39	DUSP5	dual specificity phosphatase 5
6907	1.03e-37	2.56e-40	0.1332	-13.29245	-1.7711134	3575.57	TBL1X	transducin beta like 1 X-linked
55437	1.04e-37	2.64e-40	0.2757	-13.290026	-3.6635681	9527.19	STRADB	STE20 related adaptor beta
290	1.05e-37	2.72e-40	0.1673	-13.287996	-2.2233246	15564.96	ANPEP	alanyl aminopeptidase, membrane
440359	1.92e-37	5.08e-40	0.2864	-13.241145	-3.791718	172.16	YBX3P1	Y-box binding protein 3 pseudogene 1
653562	3.66e-37	9.89e-40	0.3678	-13.191	-4.8516011	56.69	SLC6A10PB	solute carrier family 6 member 8 pseudogene
5013	5.62e-37	1.55e-39	0.4085	-13.157194	-5.3746121	196.54	OTX1	orthodenticle homeobox 1
5990	1.20e-36	3.36e-39	0.2304	-13.09844	-3.0181351	1958	RFX2	regulatory factor X2
84649	4.86e-36	1.39e-38	0.2063	-12.990122	-2.6793975	11475.65	DGAT2	diacylglycerol O-acyltransferase 2
6563	7.90e-36	2.30e-38	0.3059	-12.951504	-3.9618034	1669.87	SLC14A1	solute carrier family 14 member 1 (Kidd blood group)
203197	1.03e-35	3.07e-38	0.1582	12.929563	2.045452	1958.23	TMEM268	transmembrane protein 268
23030	1.20e-35	3.62e-38	0.1404	-12.916703	-1.8130571	4663.56	KDM4B	lysine demethylase 4B
25853	4.87e-35	1.50e-37	0.2794	-12.807016	-3.5781846	25387.75	DCAF12	DDB1 and CUL4 associated factor 12
8416	5.38e-35	1.69e-37	0.1318	-12.797827	-1.6872816	912.79	ANXA9	annexin A9
2649	7.23e-35	2.30e-37	0.1578	-12.773561	-2.0151665	334.56	NR6A1	nuclear receptor subfamily 6 group A member 1
7059	1.86e-34	6.02e-37	0.1112	-12.698628	-1.411619	946.56	THBS3	thrombospondin 3
6347	2.28e-34	7.51e-37	0.5681	12.681226	7.2042481	1387.96	CCL2	C-C motif chemokine ligand 2
83999	2.91e-34	9.74e-37	0.2497	-12.660918	-3.1616012	3035.76	KREMEN1	kringle containing transmembrane protein 1
285180	2.95e-34	1.00e-36	0.311	12.658481	3.9374065	967.25	RUFY4	RUN and FYVE domain containing 4
100861548	3.20e-34	1.11e-36	0.1649	-12.650908	-2.0857014	4323.41	PINK1-AS	PINK1 antisense RNA
818	3.66e-34	1.28e-36	0.098	-12.639191	-1.2391417	4586.62	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
103021294	6.27e-34	2.24e-36	0.2937	-12.595485	-3.6988444	6943.07	ABALON	apoptotic BCL2L1-antisense long non-coding RNA
6556	1.34e-33	4.86e-36	0.1873	-12.534111	-2.347548	36739.02	SLC11A1	solute carrier family 11 member 1
440503	1.71e-33	6.29e-36	0.2147	-12.513622	-2.6869345	1438.83	PLIN5	perilipin 5
3757	1.94e-33	7.23e-36	0.27	-12.502574	-3.3752089	350.22	KCNH2	potassium voltage-gated channel subfamily H member 2
3604	4.78e-33	1.81e-35	0.1765	-12.429521	-2.1934459	272.49	TNFRSF9	TNF receptor superfamily member 9
23034	4.88e-33	1.87e-35	0.2515	12.426789	3.1248478	809.99	SAMD4A	sterile alpha motif domain containing 4A
7280	5.06e-33	1.97e-35	0.3972	-12.422741	-4.9338929	3210.22	TUBB2A	tubulin beta 2A class IIa
10644	5.58e-33	2.20e-35	0.3125	-12.413741	-3.8791517	2675.8	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2
55008	6.18e-33	2.47e-35	0.2218	12.404552	2.7507251	3351.11	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
4784	8.29e-33	3.36e-35	0.3097	-12.379924	-3.8345201	3679.44	NFIX	nuclear factor I X
5266	9.44e-33	3.87e-35	0.3777	-12.368393	-4.671017	5236.56	PI3	peptidase inhibitor 3
80325	1.09e-32	4.57e-35	0.1682	-12.355195	-2.0778762	38001.08	ABTB1	ankyrin repeat and BTB domain containing 1
10098	1.09e-32	4.60e-35	0.2533	-12.35465	-3.1293542	2620.46	TSPAN5	tetraspanin 5
5836	1.38e-32	5.87e-35	0.1943	-12.334946	-2.3969476	19317.43	PYGL	glycogen phosphorylase L
56996	1.51e-32	6.50e-35	0.1405	-12.326751	-1.7320976	12034.84	SLC12A9	solute carrier family 12 member 9
598	1.61e-32	7.05e-35	0.2933	-12.320175	-3.6134366	39162.13	BCL2L1	BCL2 like 1
23349	3.80e-32	1.68e-34	0.5296	-12.249845	-6.4869059	119.7	PHF24	PHD finger protein 24
2039	3.97e-32	1.78e-34	0.3392	-12.245353	-4.1536646	45849.17	DMTN	dematin actin binding protein
23254	3.97e-32	1.80e-34	0.2509	-12.244281	-3.0718139	394.98	KAZN	kazrin, periplakin interacting protein
212	3.98e-32	1.83e-34	0.4609	-12.24318	-5.6431935	189046.95	ALAS2	5'-aminolevulinate synthase 2
347733	4.61e-32	2.14e-34	0.3885	-12.230242	-4.7512921	1388.74	TUBB2B	tubulin beta 2B class IIb
4354	6.26e-32	2.94e-34	0.2156	-12.204568	-2.6311619	16050.45	MPP1	MAGUK p55 scaffold protein 1
10900	6.78e-32	3.22e-34	0.3747	-12.197024	-4.5705605	8419.18	RUNDC3A	RUN domain containing 3A
9647	8.72e-32	4.24e-34	0.1315	-12.174727	-1.6013912	9222.16	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F
55796	8.72e-32	4.21e-34	0.236	-12.175327	-2.8739159	4224.99	MBNL3	muscleblind like splicing regulator 3
997	9.61e-32	4.72e-34	0.2636	-12.165924	-3.2067961	15700.31	CDC34	cell division cycle 34, ubiqiutin conjugating enzyme
54997	1.07e-31	5.30e-34	0.2394	-12.156409	-2.9108452	5996.52	TESC	tescalcin
400058	1.09e-31	5.47e-34	0.3064	-12.153836	-3.7236476	62.02	MKRN9P	makorin ring finger protein 9, pseudogene
445815	2.35e-31	1.19e-33	0.2004	12.089945	2.4228317	1415.61	PALM2AKAP2	PALM2 and AKAP2 fusion
759	3.49e-31	1.79e-33	0.4275	-12.056608	-5.1544201	10101.35	CA1	carbonic anhydrase 1
950	4.03e-31	2.09e-33	0.1577	12.043785	1.8990331	2955.67	SCARB2	scavenger receptor class B member 2
55544	4.98e-31	2.61e-33	0.2863	-12.025518	-3.442464	31165.52	RBM38	RNA binding motif protein 38
79901	6.74e-31	3.57e-33	0.2218	-11.999711	-2.6616077	794.08	CYBRD1	cytochrome b reductase 1
2309	7.63e-31	4.08e-33	0.231	-11.988567	-2.7691939	3728.88	FOXO3	forkhead box O3
105371100	1.15e-30	6.23e-33	0.2841	-11.95346	-3.3961796	131.51	LOC105371100	uncharacterized LOC105371100
60489	1.20e-30	6.52e-33	0.112	11.949649	1.3383058	5494.37	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
3002	1.68e-30	9.36e-33	0.2053	11.919539	2.4470264	9454.12	GZMB	granzyme B
6252	1.68e-30	9.29e-33	0.256	-11.920224	-3.0518502	444.68	RTN1	reticulon 1
2995	1.92e-30	1.08e-32	0.2726	-11.907797	-3.2458729	68193.95	GYPC	glycophorin C (Gerbich blood group)
10928	2.02e-30	1.15e-32	0.1165	-11.902655	-1.3871308	4794.52	RALBP1	ralA binding protein 1
27287	2.26e-30	1.29e-32	0.2116	-11.892491	-2.5170034	615.25	VENTX	VENT homeobox
6753	2.37e-30	1.37e-32	0.2014	11.887894	2.394371	768.3	SSTR3	somatostatin receptor 3
728577	2.62e-30	1.53e-32	0.4246	-11.878674	-5.0440022	179.55	CNTNAP3B	contactin associated protein family member 3B
87178	2.81e-30	1.65e-32	0.1988	11.872083	2.3603746	1017.09	PNPT1	polyribonucleotide nucleotidyltransferase 1
256302	3.06e-30	1.82e-32	0.1414	-11.864216	-1.6777528	6882.07	NATD1	N-acetyltransferase domain containing 1
3049	3.31e-30	1.99e-32	0.4333	-11.856758	-5.1380232	11408.31	HBQ1	hemoglobin subunit theta 1
271	3.40e-30	2.06e-32	0.1457	-11.853856	-1.727302	7754.35	AMPD2	adenosine monophosphate deaminase 2
7111	5.77e-30	3.52e-32	0.2646	-11.808667	-3.1246247	1735.56	TMOD1	tropomodulin 1
2038	7.09e-30	4.37e-32	0.353	-11.790547	-4.1618447	9305.02	EPB42	erythrocyte membrane protein band 4.2
3480	9.22e-30	5.73e-32	0.1846	-11.767702	-2.172389	1804.53	IGF1R	insulin like growth factor 1 receptor
79616	9.46e-30	5.92e-32	0.2469	-11.764847	-2.9050544	3415.82	CCNJL	cyclin J like
1267	1.34e-29	8.46e-32	0.1313	11.734748	1.5409712	5679.72	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase
3084	1.47e-29	9.34e-32	0.3286	-11.726358	-3.8529354	362.96	NRG1	neuregulin 1
8408	1.52e-29	9.78e-32	0.1657	-11.722409	-1.9423887	5552.18	ULK1	unc-51 like autophagy activating kinase 1
100419583	2.77e-29	1.80e-31	0.1475	11.670891	1.7210849	4377.93	LOC100419583	ring finger protein 4 pseudogene
9609	2.79e-29	1.82e-31	0.2519	-11.669626	-2.9397851	420.08	RAB36	RAB36, member RAS oncogene family
3614	2.90e-29	1.91e-31	0.141	-11.665626	-1.6451356	16418.24	IMPDH1	inosine monophosphate dehydrogenase 1
155061	2.90e-29	1.93e-31	0.1322	-11.664778	-1.541665	3310.12	ZNF746	zinc finger protein 746
84164	3.17e-29	2.12e-31	0.222	-11.65676	-2.5880942	14657.81	ASCC2	activating signal cointegrator 1 complex subunit 2
80700	5.28e-29	3.57e-31	0.2699	-11.612365	-3.1344512	37713.02	UBXN6	UBX domain protein 6
7056	6.24e-29	4.24e-31	0.2067	-11.597481	-2.3973512	999.26	THBD	thrombomodulin
2235	6.64e-29	4.56e-31	0.29	-11.591397	-3.3613125	3104.22	FECH	ferrochelatase
51218	7.45e-29	5.15e-31	0.2928	-11.580897	-3.3905698	7288.59	GLRX5	glutaredoxin 5
23604	9.85e-29	6.86e-31	0.1869	-11.556262	-2.1601721	2978.35	DAPK2	death associated protein kinase 2
726	9.88e-29	6.94e-31	0.2058	-11.555331	-2.3785524	366.83	CAPN5	calpain 5
91663	1.19e-28	8.40e-31	0.1679	-11.53886	-1.9378988	15028.26	MYADM	myeloid associated differentiation marker
9027	1.52e-28	1.09e-30	0.3908	11.516712	4.5004197	41.16	NAT8	N-acetyltransferase 8 (putative)
729359	1.78e-28	1.28e-30	0.2069	-11.502554	-2.3800928	1755.59	PLIN4	perilipin 4
23416	1.84e-28	1.33e-30	0.2468	-11.499274	-2.8383218	848.11	KCNH3	potassium voltage-gated channel subfamily H member 3
1824	2.00e-28	1.46e-30	0.2879	-11.491442	-3.3084194	865.65	DSC2	desmocollin 2
94097	2.26e-28	1.66e-30	0.1163	-11.480047	-1.3354704	1405.47	SFXN5	sideroflexin 5
729438	3.60e-28	2.68e-30	0.1966	-11.438605	-2.2484699	629.2	CASTOR2	cytosolic arginine sensor for mTORC1 subunit 2
25793	3.60e-28	2.68e-30	0.2295	-11.438618	-2.6248359	38049.8	FBXO7	F-box protein 7
9711	3.61e-28	2.71e-30	0.1418	11.437693	1.6220903	5080.2	RUBCN	rubicon autophagy regulator
80833	3.62e-28	2.74e-30	0.1336	11.436804	1.5280329	5513.28	APOL3	apolipoprotein L3
100128081	3.88e-28	2.95e-30	0.2487	-11.430256	-2.8430133	221.81	JAZF1-AS1	JAZF1 antisense RNA 1
26499	3.91e-28	3.00e-30	0.3185	-11.428829	-3.6404987	699.77	PLEK2	pleckstrin 2
4678	5.04e-28	3.89e-30	0.1089	11.40624	1.2419561	3156.64	NASP	nuclear autoantigenic sperm protein
57091	6.43e-28	5.00e-30	0.1997	-11.384356	-2.272922	839.43	CASS4	Cas scaffold protein family member 4
51759	8.66e-28	6.78e-30	0.2505	-11.357808	-2.8453792	14796.97	C9orf78	chromosome 9 open reading frame 78
55959	1.45e-27	1.15e-29	0.1346	-11.311917	-1.522967	5627.41	SULF2	sulfatase 2
54550	1.52e-27	1.21e-29	0.3445	-11.30746	-3.8952006	740.63	NECAB2	N-terminal EF-hand calcium binding protein 2
57104	1.56e-27	1.25e-29	0.2375	-11.304612	-2.6852442	16871.5	PNPLA2	patatin like phospholipase domain containing 2
843	3.09e-27	2.50e-29	0.0974	11.243119	1.0955574	3712.36	CASP10	caspase 10
51493	3.09e-27	2.49e-29	0.1346	11.243618	1.5128559	3585.41	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase
558	3.71e-27	3.02e-29	0.3745	11.226451	4.2044701	286.64	AXL	AXL receptor tyrosine kinase
54965	3.92e-27	3.22e-29	0.1453	-11.22101	-1.6309641	830.66	PIGX	phosphatidylinositol glycan anchor biosynthesis class X
9921	4.01e-27	3.31e-29	0.2069	-11.218373	-2.3210628	34612.91	RNF10	ring finger protein 10
51629	5.85e-27	4.87e-29	0.367	-11.184282	-4.1050055	162776.04	SLC25A39	solute carrier family 25 member 39
873	6.26e-27	5.24e-29	0.1352	11.177803	1.5107423	1692.08	CBR1	carbonyl reductase 1
55924	6.44e-27	5.42e-29	0.1833	-11.174703	-2.0479444	7766.54	INKA2	inka box actin regulator 2
64180	6.56e-27	5.57e-29	0.2635	-11.172401	-2.9444689	422	DPEP3	dipeptidase 3
9625	6.56e-27	5.60e-29	0.2133	-11.17187	-2.3826208	4631.87	AATK	apoptosis associated tyrosine kinase
3029	6.84e-27	5.87e-29	0.2319	-11.167632	-2.5902391	7009.44	HAGH	hydroxyacylglutathione hydrolase
1593	7.67e-27	6.65e-29	0.2454	-11.156591	-2.7373908	3198.91	CYP27A1	cytochrome P450 family 27 subfamily A member 1
3902	7.67e-27	6.67e-29	0.2437	11.15633	2.7183279	1297.59	LAG3	lymphocyte activating 3
4514	8.39e-27	7.34e-29	0.1627	-11.14776	-1.8133175	103311.85	COX3	cytochrome c oxidase subunit III
105372942	9.20e-27	8.10e-29	0.3879	11.139071	4.3212138	426.28	FAM247D	family with sequence similarity 247 member D
64222	9.42e-27	8.34e-29	0.0971	11.136434	1.0811341	1963.93	TOR3A	torsin family 3 member A
8660	9.54e-27	8.50e-29	0.2509	-11.134695	-2.7940003	1544.25	IRS2	insulin receptor substrate 2
10384	1.05e-26	9.40e-29	0.1152	11.125756	1.2821314	4919.49	BTN3A3	butyrophilin subfamily 3 member A3
4563	1.08e-26	9.71e-29	0.1972	-11.122885	-2.1936473	586.9	TRNG	tRNA-Gly
4318	1.29e-26	1.17e-28	0.2785	-11.106511	-3.0926998	19813.68	MMP9	matrix metallopeptidase 9
64135	1.46e-26	1.33e-28	0.2327	11.094488	2.581461	4746.44	IFIH1	interferon induced with helicase C domain 1
105379392	1.91e-26	1.76e-28	0.329	-11.069809	-3.642392	511.9	LOC105379392	uncharacterized LOC105379392
100291105	2.74e-26	2.53e-28	0.3333	-11.037029	-3.6785371	2922.11	RBM38-AS1	RBM38 antisense RNA 1
10983	3.16e-26	2.94e-28	0.1198	-11.023767	-1.3209735	16705.46	CCNI	cyclin I
26010	5.90e-26	5.51e-28	0.3309	10.966972	3.628994	3754.92	SPATS2L	spermatogenesis associated serine rich 2 like
57333	6.19e-26	5.82e-28	0.2123	-10.962016	-2.3267005	2102.72	RCN3	reticulocalbin 3
83853	6.22e-26	5.88e-28	0.2039	-10.961096	-2.2346205	882.26	ROPN1L	rhophilin associated tail protein 1 like
91662	6.34e-26	6.03e-28	0.1498	-10.958852	-1.6419253	5990.85	NLRP12	NLR family pyrin domain containing 12
64748	7.01e-26	6.70e-28	0.1695	-10.949275	-1.856096	7381.27	PLPPR2	phospholipid phosphatase related 2
5087	7.62e-26	7.32e-28	0.3027	-10.941231	-3.3115311	485.58	PBX1	PBX homeobox 1
220359	8.01e-26	7.75e-28	0.2652	-10.936095	-2.9001678	620.09	TIGD3	tigger transposable element derived 3
63035	1.03e-25	9.99e-28	0.1414	-10.913042	-1.5435541	691.07	BCORL1	BCL6 corepressor like 1
10409	1.25e-25	1.22e-27	0.1933	-10.894496	-2.1054397	21253.82	BASP1	brain abundant membrane attached signal protein 1
400931	1.25e-25	1.22e-27	0.2052	-10.894896	-2.2351146	289.06	MIRLET7BHG	MIRLET7B host gene
91624	1.29e-25	1.27e-27	0.1934	10.89087	2.1063241	624.63	NEXN	nexilin F-actin binding protein
4627	1.46e-25	1.45e-27	0.1352	-10.879261	-1.4704852	31455.03	MYH9	myosin heavy chain 9
5004	1.87e-25	1.87e-27	0.3033	-10.855995	-3.2928358	1683.37	ORM1	orosomucoid 1
55691	2.14e-25	2.15e-27	0.157	-10.843221	-1.7025428	767.73	FRMD4A	FERM domain containing 4A
4519	2.22e-25	2.24e-27	0.1815	-10.839445	-1.9676455	81409.56	CYTB	cytochrome b
7086	2.66e-25	2.70e-27	0.1476	-10.822172	-1.597713	52358.96	TKT	transketolase
105372491	2.69e-25	2.74e-27	0.3854	-10.820804	-4.1703362	59.93	LOC105372491	
57535	2.69e-25	2.76e-27	0.2896	-10.820104	-3.133545	2241	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1
10444	2.74e-25	2.83e-27	0.2119	-10.818069	-2.292059	9031.49	ZER1	zyg-11 related cell cycle regulator
109729184	2.84e-25	2.94e-27	0.2794	-10.814404	-3.021908	3243.3	SLC12A5-AS1	SLC12A5 and MMP9 antisense RNA 1
91300	3.00e-25	3.12e-27	0.2133	-10.808875	-2.3058752	64918.24	R3HDM4	R3H domain containing 4
847	3.06e-25	3.21e-27	0.1411	-10.806533	-1.5244774	7697.63	CAT	catalase
161145	3.42e-25	3.61e-27	0.1701	10.795727	1.8367892	2334.27	TMEM229B	transmembrane protein 229B
79730	3.85e-25	4.07e-27	0.2574	-10.784592	-2.775766	469.76	NSUN7	NOP2/Sun RNA methyltransferase family member 7
4053	4.05e-25	4.30e-27	0.2253	-10.779471	-2.4283645	331.17	LTBP2	latent transforming growth factor beta binding protein 2
57136	5.22e-25	5.58e-27	0.1592	-10.755525	-1.7118676	12472.45	APMAP	adipocyte plasma membrane associated protein
11165	5.59e-25	6.01e-27	0.0849	-10.748761	-0.9121906	3309.9	NUDT3	nudix hydrolase 3
64761	6.05e-25	6.53e-27	0.2108	10.741058	2.2645078	9326.47	PARP12	poly(ADP-ribose) polymerase family member 12
55553	6.30e-25	6.84e-27	0.3638	-10.736792	-3.9059783	153.43	SOX6	SRY-box transcription factor 6
4571	7.03e-25	7.67e-27	0.1772	-10.726195	-1.9011542	1086.73	TRNP	tRNA-Pro
105379548	7.13e-25	7.82e-27	0.3862	10.724435	4.1418192	159.5	LOC105379548	uncharacterized LOC105379548
51312	8.47e-25	9.33e-27	0.2301	-10.708026	-2.4643636	138337.44	SLC25A37	solute carrier family 25 member 37
84254	9.52e-25	1.05e-26	0.1564	-10.696748	-1.6734826	1268.39	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1
23327	1.25e-24	1.39e-26	0.2407	-10.671041	-2.5686195	564.78	NEDD4L	NEDD4 like E3 ubiquitin protein ligase
79849	1.30e-24	1.45e-26	0.342	-10.666886	-3.6476792	50.86	NHERF4	NHERF family PDZ scaffold protein 4
255043	1.30e-24	1.46e-26	0.25	-10.666795	-2.6665313	1987.51	TMEM86B	transmembrane protein 86B
9936	1.38e-24	1.56e-26	0.1621	-10.660402	-1.7279566	1157.79	CD302	CD302 molecule
56994	1.55e-24	1.76e-26	0.2136	-10.649354	-2.2745112	3202.85	CHPT1	choline phosphotransferase 1
84925	1.59e-24	1.81e-26	0.1465	-10.646365	-1.5592133	1071.04	SLC49A4	solute carrier family 49 member 4
55363	1.64e-24	1.87e-26	0.3283	-10.643258	-3.4947063	1069.91	HEMGN	hemogen
22861	1.66e-24	1.91e-26	0.1179	-10.641363	-1.2543649	9319.87	NLRP1	NLR family pyrin domain containing 1
80228	1.79e-24	2.07e-26	0.133	-10.633897	-1.414089	8018.74	ORAI2	ORAI calcium release-activated calcium modulator 2
255394	2.05e-24	2.37e-26	0.2134	-10.621227	-2.2662403	1416.64	TCP11L2	t-complex 11 like 2
5045	2.09e-24	2.44e-26	0.1814	-10.618723	-1.9265532	14714.61	FURIN	furin, paired basic amino acid cleaving enzyme
8131	2.21e-24	2.59e-26	0.259	-10.613111	-2.7491272	12028.66	NPRL3	NPR3 like, GATOR1 complex subunit
284422	2.62e-24	3.08e-26	0.3317	-10.596854	-3.5152002	777.94	SMIM24	small integral membrane protein 24
5239	2.65e-24	3.13e-26	0.337	-10.595397	-3.5708984	222.76	PGM5	phosphoglucomutase 5
643827	2.78e-24	3.30e-26	0.4385	-10.590514	-4.6438363	256.11	CNTNAP3P2	CNTNAP3 pseudogene 2
286333	2.81e-24	3.35e-26	0.298	10.589031	3.1553439	325.85	FAM225A	family with sequence similarity 225 member A
3385	2.84e-24	3.41e-26	0.1567	-10.587465	-1.6590077	51564.27	ICAM3	intercellular adhesion molecule 3
23666	3.34e-24	4.03e-26	0.2775	-10.571795	-2.9340297	2078.17	UBBP4	ubiquitin B pseudogene 4
8938	3.77e-24	4.57e-26	0.2185	-10.56002	-2.3070113	1247.59	BAIAP3	BAI1 associated protein 3
27161	4.01e-24	4.87e-26	0.1381	-10.553918	-1.4572612	2658.18	AGO2	argonaute RISC catalytic component 2
221895	4.08e-24	4.98e-26	0.1798	-10.551896	-1.8976066	2209.01	JAZF1	JAZF zinc finger 1
388931	4.44e-24	5.44e-26	0.2422	-10.543497	-2.5537453	638.16	MFSD2B	MFSD2 lysolipid transporter B, sphingolipid
11274	4.57e-24	5.62e-26	0.4013	10.540433	4.2301847	4466.32	USP18	ubiquitin specific peptidase 18
9770	4.72e-24	5.84e-26	0.1313	-10.536917	-1.3832599	24814.19	RASSF2	Ras association domain family member 2
105369214	4.93e-24	6.12e-26	0.2729	-10.532434	-2.8741476	358.9	LOC105369214	
9545	5.84e-24	7.28e-26	0.1568	-10.51611	-1.6487746	11016.26	RAB3D	RAB3D, member RAS oncogene family
25790	6.24e-24	7.82e-26	0.3104	-10.509361	-3.2625975	319.08	CFAP45	cilia and flagella associated protein 45
682	6.35e-24	8.00e-26	0.2457	-10.507297	-2.5811394	56279.64	BSG	basigin (Ok blood group)
112268418	6.36e-24	8.03e-26	0.3717	10.506858	3.9052586	132.8	LOC112268418	uncharacterized LOC112268418
8031	7.43e-24	9.42e-26	0.2061	-10.491793	-2.1623605	27592.7	NCOA4	nuclear receptor coactivator 4
