GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
50511	1.03e-01	4.88e-04	0.0955	3.4873002	3.33e-01	195.77	SYCP3	synaptonemal complex protein 3
101929594	1.04e-01	4.98e-04	0.1146	3.4820572	3.99e-01	124.85	LOC101929594	uncharacterized LOC101929594
3304	1.04e-01	5.07e-04	0.4372	-3.4768531	-1.52	5219.9	HSPA1B	heat shock protein family A (Hsp70) member 1B
107987079	1.04e-01	5.06e-04	0.2824	3.477296	9.82e-01	15.51	LOC107987079	uncharacterized LOC107987079
63916	1.06e-01	5.22e-04	0.0377	-3.4693869	-1.31e-01	1647.66	ELMO2	engulfment and cell motility 2
100506990	1.12e-01	5.63e-04	0.1255	3.4487308	4.33e-01	546.62	FAM86B2-DT	FAM86B2 divergent transcript
107984340	1.12e-01	5.57e-04	0.0702	-3.4518331	-2.42e-01	189.37	LOC107984340	uncharacterized LOC107984340
51330	1.12e-01	5.62e-04	0.5138	-3.4493279	-1.77	19.9	TNFRSF12A	TNF receptor superfamily member 12A
645191	1.13e-01	5.74e-04	0.2553	-3.4434473	-8.79e-01	33.62	LINGO3	leucine rich repeat and Ig domain containing 3
4794	1.16e-01	6.01e-04	0.1593	-3.4312429	-5.47e-01	171.67	NFKBIE	NFKB inhibitor epsilon
100506939	1.16e-01	5.99e-04	0.108	3.4321499	3.71e-01	39.6	PRKG1-AS1	PRKG1 antisense RNA 1
8685	1.18e-01	6.15e-04	0.3896	3.4250349	1.33	19.47	MARCO	macrophage receptor with collagenous structure
26824	1.23e-01	6.54e-04	0.2597	-3.408126	-8.85e-01	46.01	RNU11	RNA, U11 small nuclear
388512	1.23e-01	6.54e-04	0.2874	-3.4079835	-9.79e-01	18.78	CLEC17A	C-type lectin domain containing 17A
100189011	1.25e-01	6.71e-04	0.35	-3.4013003	-1.19	16.33	TRG-TCC2-6	tRNA-Gly (anticodon TCC) 2-6
29890	1.25e-01	6.79e-04	0.0496	-3.398064	-1.68e-01	549.31	RBM15B	RNA binding motif protein 15B
6084	1.25e-01	6.76e-04	0.5409	-3.3992688	-1.84	1142.59	RNY1	RNA, Ro60-associated Y1
5996	1.26e-01	6.94e-04	0.5383	-3.3920618	-1.83	183.49	RGS1	regulator of G protein signaling 1
10421	1.26e-01	6.94e-04	0.051	-3.3918354	-1.73e-01	1208.01	CD2BP2	CD2 cytoplasmic tail binding protein 2
112267871	1.26e-01	7.09e-04	0.3634	-3.3862249	-1.23	18.92	LOC112267871	uncharacterized LOC112267871
101929607	1.26e-01	7.07e-04	0.1438	3.3869001	4.87e-01	14.69	LINC01990	long intergenic non-protein coding RNA 1990
27152	1.26e-01	7.18e-04	0.0557	3.3827078	1.88e-01	1498.61	INTU	inturned planar cell polarity protein
101927288	1.26e-01	7.15e-04	0.0991	3.3838558	3.35e-01	47.77	MANEA-DT	MANEA divergent transcript
105374328	1.26e-01	7.26e-04	0.1295	3.3795656	4.38e-01	38.5	LOC105374328	uncharacterized LOC105374328
654319	1.26e-01	7.31e-04	0.1584	-3.3776142	-5.35e-01	28.07	SNORA5A	small nucleolar RNA, H/ACA box 5A
342371	1.31e-01	7.67e-04	0.0544	-3.3643356	-1.83e-01	1108	ATXN1L	ataxin 1 like
259173	1.32e-01	7.83e-04	0.1623	3.35889	5.45e-01	238	ALS2CL	ALS2 C-terminal like
201158	1.32e-01	7.83e-04	0.0965	3.3589042	3.24e-01	432.52	TVP23C	trans-golgi network vesicle protein 23 homolog C
467	1.33e-01	7.93e-04	0.3237	-3.3550871	-1.09	165.3	ATF3	activating transcription factor 3
101928969	1.35e-01	8.10e-04	0.1664	3.3494629	5.57e-01	20.03	RHOXF1-AS1	RHOXF1 antisense RNA 1
105376762	1.35e-01	8.35e-04	0.1367	3.3409349	4.57e-01	61.01	KAZN-AS1	KAZN antisense RNA 1
151827	1.35e-01	8.40e-04	0.0835	3.3393323	2.79e-01	237.68	LRRC34	leucine rich repeat containing 34
105375153	1.35e-01	8.30e-04	0.1596	3.3425072	5.33e-01	50.47	LOC105375153	
55343	1.35e-01	8.42e-04	0.1491	-3.3386542	-4.98e-01	159.26	SLC35C1	solute carrier family 35 member C1
105370460	1.35e-01	8.30e-04	0.1054	3.3425876	3.52e-01	62.99	LOC105370460	uncharacterized LOC105370460
3311	1.35e-01	8.95e-04	0.5237	-3.3217113	-1.74	42.25	HSPA7	heat shock protein family A (Hsp70) member 7 (pseudogene)
8654	1.35e-01	8.93e-04	0.07	3.3222736	2.32e-01	736.11	PDE5A	phosphodiesterase 5A
1836	1.35e-01	8.95e-04	0.1914	3.3215094	6.36e-01	374.09	SLC26A2	solute carrier family 26 member 2
105378095	1.35e-01	8.73e-04	0.1425	3.3284589	4.74e-01	45.15	LOC105378095	uncharacterized LOC105378095
677807	1.35e-01	8.80e-04	0.2488	-3.3263529	-8.27e-01	40.38	SNORA22	small nucleolar RNA, H/ACA box 22
5569	1.35e-01	9.01e-04	0.0674	3.3196517	2.24e-01	2192.76	PKIA	cAMP-dependent protein kinase inhibitor alpha
9376	1.35e-01	8.87e-04	0.3039	3.3241352	1.01	49.05	SLC22A8	solute carrier family 22 member 8
83448	1.35e-01	8.61e-04	0.0762	3.3325106	2.54e-01	1197.33	PUS7L	pseudouridine synthase 7 like
105370841	1.35e-01	8.63e-04	0.1183	3.3317629	3.94e-01	117.78	LOC105370841	uncharacterized LOC105370841
3726	1.35e-01	9.02e-04	0.2265	-3.319361	-7.52e-01	370.49	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit
54785	1.35e-01	9.12e-04	0.0816	-3.316423	-2.71e-01	86.21	BORCS6	BLOC-1 related complex subunit 6
51042	1.39e-01	9.64e-04	0.1058	-3.3008878	-3.49e-01	78.66	ZNF593	zinc finger protein 593
80149	1.39e-01	9.67e-04	0.3732	-3.2999542	-1.23	25.88	ZC3H12A	zinc finger CCCH-type containing 12A
101928590	1.39e-01	9.84e-04	0.1027	3.2951992	3.38e-01	417.6	GPM6A-DT	GPM6A divergent transcript
112268014	1.39e-01	9.68e-04	0.1271	3.2997997	4.20e-01	181.52	LOC112268014	
220869	1.39e-01	9.83e-04	0.0977	3.2954807	3.22e-01	836.03	ZNG1E	Zn regulated GTPase metalloprotein activator 1E
100151684	1.39e-01	9.74e-04	0.2054	-3.2977911	-6.77e-01	39.79	RNU6ATAC	RNA, U6atac small nuclear
10219	1.39e-01	9.46e-04	0.0858	3.306193	2.84e-01	92.74	KLRG1	killer cell lectin like receptor G1
415116	1.39e-01	9.57e-04	0.0979	-3.3028218	-3.23e-01	271.53	PIM3	Pim-3 proto-oncogene, serine/threonine kinase
677781	1.40e-01	9.97e-04	0.1747	-3.2913771	-5.75e-01	16.6	SCARNA16	small Cajal body-specific RNA 16
9181	1.40e-01	1.01e-03	0.0814	-3.2872411	-2.68e-01	2667.98	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
619563	1.40e-01	1.01e-03	0.2336	-3.2872957	-7.68e-01	46.04	SNORA7A	small nucleolar RNA, H/ACA box 7A
389932	1.40e-01	1.02e-03	0.1711	3.2838341	5.62e-01	19.06	AKR1C6P	aldo-keto reductase family 1 member C6, pseudogene
55244	1.40e-01	1.03e-03	0.2265	3.2825253	7.44e-01	99.7	SLC47A1	solute carrier family 47 member 1
139886	1.40e-01	1.03e-03	0.0717	3.2826474	2.35e-01	197.5	SPIN4	spindlin family member 4
4493	1.40e-01	1.05e-03	0.2248	3.2779137	7.37e-01	478.15	MT1E	metallothionein 1E
109616998	1.40e-01	1.04e-03	0.2745	-3.2792396	-9.00e-01	83.21	SNORA50B	small nucleolar RNA, H/ACA box 50B
619423	1.41e-01	1.05e-03	0.1593	3.2761434	5.22e-01	175.35	FAM85A	family with sequence similarity 85 member A
29929	1.46e-01	1.13e-03	0.0684	3.2567222	2.23e-01	241.92	ALG6	ALG6 alpha-1,3-glucosyltransferase
11070	1.46e-01	1.11e-03	0.0646	-3.2618214	-2.11e-01	300.23	TMEM115	transmembrane protein 115
107986699	1.46e-01	1.11e-03	0.1173	3.2610223	3.83e-01	111.43	LOC107986699	uncharacterized LOC107986699
105375957	1.46e-01	1.12e-03	0.1199	-3.257624	-3.91e-01	27.75	LOC105375957	uncharacterized LOC105375957
81624	1.46e-01	1.13e-03	0.1643	3.2551776	5.35e-01	55.38	DIAPH3	diaphanous related formin 3
29950	1.46e-01	1.13e-03	0.1996	-3.2571572	-6.50e-01	66.82	SERTAD1	SERTA domain containing 1
105373271	1.50e-01	1.18e-03	0.1456	3.2448358	4.72e-01	25.15	LOC105373271	uncharacterized LOC105373271
646424	1.50e-01	1.18e-03	0.1526	3.2429606	4.95e-01	33.95	SPINK8	serine peptidase inhibitor Kazal type 8 (putative)
105378311	1.50e-01	1.19e-03	0.2125	3.2406674	6.88e-01	23.92	LOC105378311	uncharacterized LOC105378311
84769	1.50e-01	1.19e-03	0.1018	-3.2418924	-3.30e-01	110.9	MPV17L2	MPV17 mitochondrial inner membrane protein like 2
107985599	1.51e-01	1.26e-03	0.1035	3.2251114	3.34e-01	205.07	LOC107985599	
553103	1.51e-01	1.21e-03	0.0811	3.2364163	2.63e-01	112.23	MIR3936HG	MIR3936 host gene
105379251	1.51e-01	1.25e-03	0.1238	3.2275524	4.00e-01	772.47	LOC105379251	replaced by ID 220869
143244	1.51e-01	1.26e-03	0.1633	-3.2239064	-5.26e-01	70	EIF5AL1	eukaryotic translation initiation factor 5A like 1
283643	1.51e-01	1.25e-03	0.1024	-3.2281126	-3.31e-01	92.82	TEDC1	tubulin epsilon and delta complex 1
26827	1.51e-01	1.25e-03	0.2327	-3.2271086	-7.51e-01	96.72	RNU6-1	RNA, U6 small nuclear 1
84572	1.51e-01	1.23e-03	0.0513	-3.232302	-1.66e-01	753.58	GNPTG	N-acetylglucosamine-1-phosphate transferase subunit gamma
4355	1.51e-01	1.27e-03	0.0692	-3.2229631	-2.23e-01	1113.78	MPP2	MAGUK p55 scaffold protein 2
4616	1.51e-01	1.23e-03	0.3833	-3.2307849	-1.24	306.43	GADD45B	growth arrest and DNA damage inducible beta
3337	1.51e-01	1.22e-03	0.3756	-3.23402	-1.21	2245.37	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1
10869	1.53e-01	1.29e-03	0.0465	-3.2176433	-1.50e-01	912.68	USP19	ubiquitin specific peptidase 19
641364	1.54e-01	1.31e-03	0.1777	3.2131421	5.71e-01	178.77	SLC7A11-AS1	SLC7A11 antisense RNA 1
100500865	1.54e-01	1.31e-03	0.118	3.2140319	3.79e-01	42.22	MIR3936	microRNA 3936
22852	1.56e-01	1.33e-03	0.0724	3.2091669	2.32e-01	2305.82	ANKRD26	ankyrin repeat domain containing 26
64240	1.56e-01	1.35e-03	0.0975	3.2056685	3.12e-01	39.47	ABCG5	ATP binding cassette subfamily G member 5
26472	1.56e-01	1.36e-03	0.0916	-3.2037796	-2.93e-01	130.24	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B
284443	1.56e-01	1.35e-03	0.0653	3.2048502	2.09e-01	1121	ZNF493	zinc finger protein 493
93166	1.58e-01	1.38e-03	0.2384	3.1984562	7.62e-01	38.7	PRDM6	PR/SET domain 6
4580	1.59e-01	1.41e-03	0.062	-3.1915767	-1.98e-01	201.59	MTX1	metaxin 1
105373390	1.59e-01	1.40e-03	0.0986	-3.1949716	-3.15e-01	626.85	LOC105373390	uncharacterized LOC105373390
105374056	1.59e-01	1.42e-03	0.1223	3.1907634	3.90e-01	764.55	LOC105374056	uncharacterized LOC105374056
145389	1.59e-01	1.41e-03	0.0656	3.1920689	2.09e-01	544.65	SLC38A6	solute carrier family 38 member 6
101928008	1.59e-01	1.43e-03	0.1295	3.1888585	4.13e-01	20.22	LOC101928008	uncharacterized LOC101928008
5054	1.61e-01	1.45e-03	0.5064	-3.183671	-1.61	36.22	SERPINE1	serpin family E member 1
112268092	1.61e-01	1.46e-03	0.1034	3.1820453	3.29e-01	207.97	LOC112268092	
220115	1.61e-01	1.47e-03	0.1552	3.1801789	4.94e-01	20.17	TPTE2P3	TPTE2 pseudogene 3
100134934	1.61e-01	1.48e-03	0.1019	-3.178259	-3.24e-01	42.32	TEN1	TEN1 subunit of CST complex
102466864	1.61e-01	1.48e-03	0.1914	-3.1783972	-6.08e-01	14.7	MIR6516	microRNA 6516
441089	1.70e-01	1.57e-03	0.114	-3.1613693	-3.60e-01	27.31	CRSP8P	mediator complex subunit 27 pseudogene
104502416	1.70e-01	1.58e-03	0.1592	3.1594711	5.03e-01	17.59	FOXP1-AS1	FOXP1 antisense RNA 1
105370148	1.71e-01	1.59e-03	0.462	-3.1575753	-1.46	19.71	LOC105370148	uncharacterized LOC105370148
101927980	1.71e-01	1.60e-03	0.1899	3.1563328	5.99e-01	15.07	SLC14A2-AS1	SLC14A2 antisense RNA 1
388685	1.73e-01	1.63e-03	0.0731	3.1513218	2.30e-01	219.18	LINC01138	long intergenic non-protein coding RNA 1138
84964	1.75e-01	1.65e-03	0.0784	-3.1463325	-2.47e-01	211.59	ALKBH6	alkB homolog 6
105374186	1.75e-01	1.67e-03	0.1479	3.1433129	4.65e-01	38.33	LOC105374186	uncharacterized LOC105374186
389633	1.75e-01	1.67e-03	0.1964	3.1438475	6.17e-01	94.83	FAM90A25P	Putative protein FAM90A2P
114599	1.76e-01	1.69e-03	0.3291	-3.1403235	-1.03	73.92	SNORD15B	small nucleolar RNA, C/D box 15B
101929977	1.78e-01	1.73e-03	0.1275	-3.1326729	-3.99e-01	42.84	MARCHF6-DT	MARCHF6 divergent transcript
107986604	1.78e-01	1.72e-03	0.3934	-3.1339079	-1.23	40.87	LOC107986604	
1787	1.78e-01	1.76e-03	0.0853	3.1287639	2.67e-01	362.26	TRDMT1	tRNA aspartic acid methyltransferase 1
10078	1.78e-01	1.75e-03	0.0855	-3.130144	-2.68e-01	270.96	TSSC4	tumor suppressing subtransferable candidate 4
100616239	1.78e-01	1.76e-03	0.1702	3.1281593	5.32e-01	23.59	MIR4705	microRNA 4705
57192	1.78e-01	1.74e-03	0.114	-3.1305757	-3.57e-01	272.95	MCOLN1	mucolipin TRP cation channel 1
103021294	1.78e-01	1.77e-03	0.0561	-3.1269556	-1.76e-01	239.03	ABALON	apoptotic BCL2L1-antisense long non-coding RNA
6598	1.78e-01	1.72e-03	0.0658	-3.1348901	-2.06e-01	429.41	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
107985782	1.79e-01	1.80e-03	0.1697	3.1219727	5.30e-01	16.47	LOC107985782	
134187	1.79e-01	1.80e-03	0.0753	3.12079	2.35e-01	248.26	POU5F2	POU domain class 5, transcription factor 2
3569	1.79e-01	1.79e-03	0.6543	-3.1227067	-2.04	15.74	IL6	interleukin 6
729732	1.80e-01	1.82e-03	0.1334	3.1186028	4.16e-01	260.54	LOC729732	uncharacterized LOC729732
