GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
55048	9.30e-27	1.69e-29	0.1497	-11.2776309	-1.68822457	1130.28	VPS37C	VPS37C subunit of ESCRT-I
2999	1.39e-26	2.59e-29	0.289	11.240027	3.24818764	11604.06	GZMH	granzyme H
332	1.97e-26	3.79e-29	0.3426	11.2064575	3.83890284	853.77	BIRC5	baculoviral IAP repeat containing 5
5111	3.18e-26	6.29e-29	0.2297	11.1615886	2.56330297	2308.9	PCNA	proliferating cell nuclear antigen
10663	3.74e-26	7.58e-29	0.3188	11.1449681	3.55297982	807.83	CXCR6	C-X-C motif chemokine receptor 6
5818	4.43e-26	9.20e-29	0.1701	-11.1276479	-1.89327343	486.17	NECTIN1	nectin cell adhesion molecule 1
5920	5.18e-26	1.10e-28	0.2465	11.1114554	2.73865601	8954.68	PLAAT4	phospholipase A and acyltransferase 4
11332	6.98e-26	1.56e-28	0.2438	11.0805905	2.70171323	927.36	ACOT7	acyl-CoA thioesterase 7
1104	6.98e-26	1.56e-28	0.138	11.080475	1.52880951	1063.68	RCC1	regulator of chromosome condensation 1
4522	7.26e-26	1.66e-28	0.1687	11.0748917	1.86802056	1225.27	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
5478	8.78e-26	2.05e-28	0.1671	11.0558914	1.84750918	21690.1	PPIA	peptidylprolyl isomerase A
4175	9.29e-26	2.22e-28	0.2099	11.0488732	2.3188994	1716.59	MCM6	minichromosome maintenance complex component 6
4729	9.67e-26	2.36e-28	0.1231	11.043341	1.35891048	2607.1	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2
5901	1.92e-25	4.90e-28	0.1586	10.9776297	1.74118051	5215.32	RAN	RAN, member RAS oncogene family
55215	1.92e-25	4.88e-28	0.1677	10.9779109	1.84076713	1044.6	FANCI	FA complementation group I
79035	2.23e-25	5.81e-28	0.1513	10.962205	1.65812657	1004.17	NABP2	nucleic acid binding protein 2
8892	2.83e-25	7.49e-28	0.1208	10.9391672	1.3219267	1244.4	EIF2B2	eukaryotic translation initiation factor 2B subunit beta
54205	3.22e-25	8.71e-28	0.1483	10.9254799	1.62075819	1097.91	CYCS	cytochrome c, somatic
26227	3.93e-25	1.08e-27	0.2763	10.9056099	3.01322119	468.02	PHGDH	phosphoglycerate dehydrogenase
203068	4.14e-25	1.16e-27	0.1454	10.8992411	1.58507291	15362.34	TUBB	tubulin beta class I
5551	4.41e-25	1.26e-27	0.2082	10.8919578	2.26802446	11705.48	PRF1	perforin 1
890	5.38e-25	1.56e-27	0.2574	10.8721421	2.79854074	337.54	CCNA2	cyclin A2
124995	7.00e-25	2.07e-27	0.1177	10.8463789	1.27670195	2127.34	MRPL10	mitochondrial ribosomal protein L10
51264	1.00e-24	3.02e-27	0.1828	10.8119731	1.97610236	987.4	MRPL27	mitochondrial ribosomal protein L27
3595	1.08e-24	3.30e-27	0.3203	10.8038232	3.46062779	331.97	IL12RB2	interleukin 12 receptor subunit beta 2
27089	2.38e-24	7.41e-27	0.1893	10.7293275	2.0311311	1721.74	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
10237	2.43e-24	7.69e-27	0.1134	10.725928	1.21641456	1436.82	SLC35B1	solute carrier family 35 member B1
79019	2.51e-24	8.09e-27	0.3579	10.7212639	3.83704918	396.34	CENPM	centromere protein M
286	3.61e-24	1.18e-26	0.4032	-10.6860427	-4.30897593	4166.93	ANK1	ankyrin 1
11137	4.29e-24	1.43e-26	0.1399	10.668592	1.49273139	1381.07	PWP1	PWP1 homolog, endonuclein
6631	4.51e-24	1.52e-26	0.1362	10.6625466	1.45200384	2304.6	SNRPC	small nuclear ribonucleoprotein polypeptide C
10456	5.54e-24	1.90e-26	0.1342	10.6419339	1.42846923	3755.08	HAX1	HCLS1 associated protein X-1
60489	5.99e-24	2.09e-26	0.1361	10.6332963	1.44764539	4769.77	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
899	6.03e-24	2.13e-26	0.217	10.6313071	2.30728038	390.96	CCNF	cyclin F
102465801	6.51e-24	2.33e-26	0.238	10.622801	2.52779438	522.39	MIR7703	microRNA 7703
4173	7.87e-24	2.86e-26	0.2718	10.6037837	2.88230644	986.82	MCM4	minichromosome maintenance complex component 4
55959	9.18e-24	3.39e-26	0.169	-10.5880144	-1.78923888	5547.83	SULF2	sulfatase 2
2961	1.01e-23	3.77e-26	0.095	10.5780656	1.00451211	1164.91	GTF2E2	general transcription factor IIE subunit 2
51203	1.98e-23	7.53e-26	0.2486	10.5129979	2.61357073	742.92	NUSAP1	nucleolar and spindle associated protein 1
5984	2.19e-23	8.43e-26	0.2217	10.5022683	2.32887424	520.29	RFC4	replication factor C subunit 4
343171	2.48e-23	9.66e-26	0.4326	-10.4894206	-4.53737012	2818.5	OR2W3	olfactory receptor family 2 subfamily W member 3
10969	2.69e-23	1.06e-25	0.1491	10.4802973	1.5622527	1155.76	EBNA1BP2	EBNA1 binding protein 2
39	2.79e-23	1.12e-25	0.159	10.4758268	1.66532306	929.23	ACAT2	acetyl-CoA acetyltransferase 2
5519	2.89e-23	1.17e-25	0.1165	10.4712724	1.21942829	620.15	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
6497	3.42e-23	1.40e-25	0.19	-10.4540653	-1.98667607	1836.35	SKI	SKI proto-oncogene
654483	3.75e-23	1.56e-25	0.1843	10.4440235	1.92510236	718.01	BOLA2B	bolA family member 2B
28784	4.26e-23	1.79e-25	0.428	10.4307581	4.46446267	2130.54	IGLV4-69	immunoglobulin lambda variable 4-69
100529241	5.00e-23	2.13e-25	0.1842	10.4143853	1.917884	795.73	HSPE1-MOB4	HSPE1-MOB4 readthrough
23067	6.52e-23	2.81e-25	0.1488	-10.3879282	-1.54581309	2556.17	SETD1B	SET domain containing 1B, histone lysine methyltransferase
4605	7.32e-23	3.20e-25	0.3246	10.375789	3.36793383	2307.74	MYBL2	MYB proto-oncogene like 2
51154	8.74e-23	3.86e-25	0.1496	10.357739	1.54920911	932.89	MRTO4	MRT4 homolog, ribosome maturation factor
10370	1.00e-22	4.48e-25	0.1331	-10.343506	-1.37698156	1455.04	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
103021294	1.31e-22	5.91e-25	0.3685	-10.3168862	-3.80222344	7330.25	ABALON	apoptotic BCL2L1-antisense long non-coding RNA
8408	1.38e-22	6.32e-25	0.1917	-10.3104131	-1.97638134	5651.19	ULK1	unc-51 like autophagy activating kinase 1
4288	1.47e-22	6.81e-25	0.3508	10.3032189	3.61421707	1448.65	MKI67	marker of proliferation Ki-67
891	1.50e-22	7.01e-25	0.3664	10.3004488	3.7745483	805.61	CCNB1	cyclin B1
6632	1.90e-22	9.00e-25	0.201	10.2764353	2.06566765	797.1	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide
6633	2.14e-22	1.02e-24	0.2008	10.2642751	2.06081647	4829.06	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide
7145	2.38e-22	1.15e-24	0.4148	-10.2525521	-4.25265492	8341.64	TNS1	tensin 1
1163	3.08e-22	1.50e-24	0.2536	10.2268874	2.59383976	416.24	CKS1B	CDC28 protein kinase regulatory subunit 1B
102288414	3.43e-22	1.69e-24	0.1494	10.2152255	1.52607044	1308.11	C11orf98	chromosome 11 open reading frame 98
64710	3.47e-22	1.75e-24	0.1232	10.2122288	1.25841809	2408.97	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
1347	3.47e-22	1.73e-24	0.1874	10.2131105	1.91372502	3886.21	COX7A2	cytochrome c oxidase subunit 7A2
4176	3.55e-22	1.81e-24	0.1543	10.2088576	1.57489217	3915.31	MCM7	minichromosome maintenance complex component 7
5347	4.00e-22	2.06e-24	0.278	10.1964089	2.83461176	591.27	PLK1	polo like kinase 1
23309	4.74e-22	2.49e-24	0.1228	-10.1779282	-1.25028505	2239.5	SIN3B	SIN3 transcription regulator family member B
100302739	4.74e-22	2.48e-24	0.2018	10.17807	2.05342802	357.04	PCNA-AS1	PCNA antisense RNA 1
23295	6.03e-22	3.20e-24	0.1851	-10.1535494	-1.87972296	4076.94	MGRN1	mahogunin ring finger 1
387882	6.61e-22	3.54e-24	0.2444	10.1436191	2.479087	791.5	C12orf75	chromosome 12 open reading frame 75
79081	7.98e-22	4.35e-24	0.1402	10.1233221	1.41880882	1490.8	LBHD1	LBH domain containing 1
90701	7.98e-22	4.33e-24	0.2616	10.1238353	2.64874311	1569.99	SEC11C	SEC11 homolog C, signal peptidase complex subunit
51021	8.15e-22	4.49e-24	0.1022	10.1203745	1.03396836	1390.09	MRPS16	mitochondrial ribosomal protein S16
10900	8.80e-22	4.89e-24	0.446	-10.111863	-4.5103915	9033.48	RUNDC3A	RUN domain containing 3A
105371816	9.48e-22	5.32e-24	0.3308	-10.1036995	-3.34184163	5690.78	LOC105371816	
100291105	1.10e-21	6.22e-24	0.4068	-10.0883475	-4.10373537	3067.67	RBM38-AS1	RBM38 antisense RNA 1
926	1.20e-21	6.85e-24	0.2804	10.0788709	2.82587138	4649.26	CD8B	CD8b molecule
3608	1.44e-21	8.31e-24	0.1376	10.0599382	1.38379194	5163.89	ILF2	interleukin enhancer binding factor 2
4700	1.47e-21	8.54e-24	0.1635	10.0571951	1.64431553	1668.18	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6
22838	1.56e-21	9.15e-24	0.163	-10.0503706	-1.6380292	4396.18	RNF44	ring finger protein 44
51258	1.60e-21	9.50e-24	0.1702	10.0467113	1.7104408	2558.85	MRPL51	mitochondrial ribosomal protein L51
6710	1.79e-21	1.07e-23	0.3186	-10.0349878	-3.19688775	3349.14	SPTB	spectrin beta, erythrocytic
9184	1.85e-21	1.12e-23	0.1291	10.0308543	1.29496862	2290.68	BUB3	BUB3 mitotic checkpoint protein
5479	1.96e-21	1.19e-23	0.1549	10.0242962	1.5522761	10974.64	PPIB	peptidylprolyl isomerase B
4784	2.18e-21	1.34e-23	0.4139	-10.0127288	-4.14432213	3882.58	NFIX	nuclear factor I X
56666	2.18e-21	1.35e-23	0.2716	-10.0119998	-2.71905947	1749.84	PANX2	pannexin 2
4702	2.40e-21	1.49e-23	0.1489	10.0019313	1.48953923	975.62	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8
25896	2.58e-21	1.62e-23	0.1521	9.9936825	1.52019221	558.56	INTS7	integrator complex subunit 7
5902	2.62e-21	1.66e-23	0.1592	9.9916309	1.59078581	1952.6	RANBP1	RAN binding protein 1
122509	2.68e-21	1.71e-23	0.2795	9.9885777	2.79148001	404.12	IFI27L1	interferon alpha inducible protein 27 like 1
2146	3.06e-21	1.97e-23	0.2374	9.9744613	2.36826595	584.04	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
6256	3.11e-21	2.02e-23	0.1746	-9.9718886	-1.74073492	14455.14	RXRA	retinoid X receptor alpha
100128081	3.28e-21	2.15e-23	0.3024	-9.9660215	-3.0136053	230.94	JAZF1-AS1	JAZF1 antisense RNA 1
746	3.50e-21	2.32e-23	0.1856	9.9581688	1.84843694	2133.01	TMEM258	transmembrane protein 258
400058	3.50e-21	2.35e-23	0.3889	-9.9570769	-3.87222837	65.38	MKRN9P	makorin ring finger protein 9, pseudogene
292	3.50e-21	2.34e-23	0.1388	9.9575478	1.38241671	5749.13	SLC25A5	solute carrier family 25 member 5
6742	3.64e-21	2.46e-23	0.1524	9.9524019	1.51636562	2049.96	SSBP1	single stranded DNA binding protein 1
100287932	4.31e-21	2.96e-23	0.1313	9.9341813	1.30389855	1249.13	TIMM23	translocase of inner mitochondrial membrane 23
79856	4.31e-21	2.94e-23	0.1468	9.9346212	1.45842458	6925.75	SNX22	sorting nexin 22
7067	5.84e-21	4.04e-23	0.1457	-9.9031014	-1.4426726	1013.35	THRA	thyroid hormone receptor alpha
58526	6.09e-21	4.24e-23	0.1805	-9.8982194	-1.78695271	2558.86	MID1IP1	MID1 interacting protein 1
115330	6.18e-21	4.33e-23	0.3681	-9.8960107	-3.6427867	2723.98	GPR146	G protein-coupled receptor 146
1953	6.62e-21	4.68e-23	0.2282	-9.8882538	-2.25678044	1473.15	MEGF6	multiple EGF like domains 6
1503	7.05e-21	5.02e-23	0.1763	9.8813156	1.74223344	625.43	CTPS1	CTP synthase 1
51659	7.97e-21	5.71e-23	0.3902	9.8683038	3.85077219	567.33	GINS2	GINS complex subunit 2
6423	9.97e-21	7.20e-23	0.4818	-9.8449855	-4.74376189	208.21	SFRP2	secreted frizzled related protein 2
5437	1.06e-20	7.68e-23	0.1424	9.8385898	1.40096235	699.28	POLR2H	RNA polymerase II, I and III subunit H
708	1.12e-20	8.19e-23	0.1397	9.832103	1.37312022	2176.77	C1QBP	complement C1q binding protein
84985	1.43e-20	1.06e-22	0.6949	-9.8058552	-6.81454486	281.28	FAM83A	family with sequence similarity 83 member A
516	1.43e-20	1.07e-22	0.188	9.8055841	1.84388864	2059.17	ATP5MC1	ATP synthase membrane subunit c locus 1
29100	1.44e-20	1.08e-22	0.1659	9.8042902	1.62690703	1290.43	TMEM208	transmembrane protein 208
6351	1.67e-20	1.26e-22	0.2386	9.7885624	2.33577192	1144.42	CCL4	C-C motif chemokine ligand 4
3594	1.67e-20	1.27e-22	0.1496	9.7878027	1.46390386	2866.93	IL12RB1	interleukin 12 receptor subunit beta 1
4704	1.68e-20	1.29e-22	0.1648	9.7865313	1.61256353	2332.06	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9
25974	1.84e-20	1.43e-22	0.1321	9.77592	1.29144461	1160.11	MMACHC	metabolism of cobalamin associated C
9212	1.84e-20	1.43e-22	0.3086	9.7761056	3.01729426	545.7	AURKB	aurora kinase B
57823	2.06e-20	1.60e-22	0.258	9.7642225	2.51934019	4703.97	SLAMF7	SLAM family member 7
7260	2.33e-20	1.83e-22	0.112	9.7510239	1.0924372	885.39	EIPR1	EARP complex and GARP complex interacting protein 1
8565	2.41e-20	1.90e-22	0.1434	9.7469804	1.39752989	2978.78	YARS1	tyrosyl-tRNA synthetase 1
10556	2.41e-20	1.91e-22	0.1396	9.7463141	1.36078492	718.39	RPP30	ribonuclease P/MRP subunit p30
79077	2.46e-20	1.97e-22	0.1847	9.7432474	1.79986358	1049.18	DCTPP1	dCTP pyrophosphatase 1
55876	2.48e-20	2.00e-22	0.1738	9.7420129	1.69298935	1693.14	GSDMB	gasdermin B
51142	2.72e-20	2.20e-22	0.1339	9.732	1.30325686	8413.48	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2
927	2.76e-20	2.25e-22	0.2847	9.729743	2.76958516	598.14	CD8B2	CD8b2 molecule
55796	2.83e-20	2.33e-22	0.2873	-9.7264239	-2.79399456	4432.35	MBNL3	muscleblind like splicing regulator 3
5701	3.30e-20	2.74e-22	0.1703	9.7098255	1.65371096	2645.64	PSMC2	proteasome 26S subunit, ATPase 2
143686	3.30e-20	2.74e-22	0.2652	-9.7096886	-2.57530297	2700.77	SESN3	sestrin 3
55168	3.30e-20	2.76e-22	0.1387	9.7090261	1.34644952	1032.15	MRPS18A	mitochondrial ribosomal protein S18A
1965	3.39e-20	2.86e-22	0.1451	9.7055518	1.40861243	1358.25	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha
27113	3.41e-20	2.89e-22	0.2331	-9.7042266	-2.26238317	1182.84	BBC3	BCL2 binding component 3
5558	3.44e-20	2.93e-22	0.1485	9.7029349	1.44059411	364.13	PRIM2	DNA primase subunit 2
4706	3.48e-20	2.98e-22	0.1469	9.7010383	1.42525198	975.5	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1
23030	4.35e-20	3.75e-22	0.1754	-9.6775938	-1.69725708	4780.16	KDM4B	lysine demethylase 4B
5683	4.42e-20	3.83e-22	0.1904	9.6754256	1.84252547	3430.27	PSMA2	proteasome 20S subunit alpha 2
54859	4.43e-20	3.87e-22	0.1474	9.6746225	1.4264337	848.65	ELP6	elongator acetyltransferase complex subunit 6
578	5.05e-20	4.44e-22	0.1634	9.6604725	1.57829186	4410.49	BAK1	BCL2 antagonist/killer 1
51237	5.29e-20	4.67e-22	0.4045	9.6551958	3.90580313	6084.71	MZB1	marginal zone B and B1 cell specific protein
2793	5.30e-20	4.71e-22	0.2144	9.6543209	2.0696534	521.59	GNGT2	G protein subunit gamma transducin 2
55829	6.23e-20	5.57e-22	0.1294	9.6372106	1.24721815	914.42	SELENOS	selenoprotein S
7979	6.24e-20	5.61e-22	0.2043	9.6365222	1.96915058	614.93	SEM1	SEM1 26S proteasome subunit
10539	6.56e-20	5.94e-22	0.1704	9.6306041	1.64152608	1171.03	GLRX3	glutaredoxin 3
116151	6.56e-20	5.97e-22	0.3373	-9.6300694	-3.24851691	16479.86	FAM210B	family with sequence similarity 210 member B
10644	7.49e-20	6.85e-22	0.3753	-9.6158605	-3.60878548	2855.67	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2
3542	7.50e-20	6.90e-22	0.4203	9.6152366	4.04114288	4775.01	IGLC6	immunoglobulin lambda constant 6
100506020	7.70e-20	7.16e-22	0.2169	-9.6113579	-2.08455293	460.93	ARAP1-AS2	ARAP1 antisense RNA 2
7184	7.70e-20	7.13e-22	0.2061	9.611846	1.98065484	11423.05	HSP90B1	heat shock protein 90 beta family member 1
5694	9.68e-20	9.05e-22	0.1527	9.5871758	1.46359464	3732.3	PSMB6	proteasome 20S subunit beta 6
65003	1.09e-19	1.03e-21	0.161	9.574072	1.54141914	1211.02	MRPL11	mitochondrial ribosomal protein L11
4708	1.21e-19	1.14e-21	0.2015	9.5631649	1.92740301	1527.21	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2
79622	1.40e-19	1.33e-21	0.187	9.5475448	1.78505465	749.75	SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25
64976	1.59e-19	1.52e-21	0.1901	9.5336108	1.81217942	710.43	MRPL40	mitochondrial ribosomal protein L40
55967	1.63e-19	1.57e-21	0.1621	9.5301217	1.54498294	2257.35	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12
65005	1.84e-19	1.78e-21	0.1496	9.5172207	1.42365465	1338.54	MRPL9	mitochondrial ribosomal protein L9
51013	1.85e-19	1.80e-21	0.1277	9.5162307	1.21510532	1297.75	EXOSC1	exosome component 1
29082	1.85e-19	1.81e-21	0.1295	9.515486	1.23199173	3345.84	CHMP4A	charged multivesicular body protein 4A
22929	1.89e-19	1.86e-21	0.156	9.5126648	1.48412577	815.61	SEPHS1	selenophosphate synthetase 1
56997	1.89e-19	1.87e-21	0.1304	-9.5120837	-1.23993518	1655.2	COQ8A	coenzyme Q8A
9377	2.05e-19	2.03e-21	0.138	9.5033723	1.31176268	3042.53	COX5A	cytochrome c oxidase subunit 5A
8531	2.07e-19	2.07e-21	0.3485	-9.5014376	-3.31111672	44808.14	YBX3	Y-box binding protein 3
10791	2.33e-19	2.34e-21	0.2499	9.4888144	2.371529	4020.39	VAMP5	vesicle associated membrane protein 5
7388	2.55e-19	2.57e-21	0.1791	9.4787787	1.69719427	2493.4	UQCRH	ubiquinol-cytochrome c reductase hinge protein
55363	2.71e-19	2.75e-21	0.4289	-9.4718875	-4.0625953	1116.25	HEMGN	hemogen
10535	2.86e-19	2.91e-21	0.2019	9.4658518	1.91125657	719.71	RNASEH2A	ribonuclease H2 subunit A
80833	2.95e-19	3.02e-21	0.1739	9.4621293	1.64527745	4746.83	APOL3	apolipoprotein L3
5684	3.04e-19	3.13e-21	0.1897	9.4583035	1.79411879	1897.96	PSMA3	proteasome 20S subunit alpha 3
645191	3.07e-19	3.18e-21	0.3856	-9.4567211	-3.64631821	1161.99	LINGO3	leucine rich repeat and Ig domain containing 3
29093	3.23e-19	3.36e-21	0.2336	9.4508589	2.20788771	650.4	MRPL22	mitochondrial ribosomal protein L22
80727	3.27e-19	3.42e-21	0.2163	-9.4490644	-2.04373859	2569.77	TTYH3	tweety family member 3
8607	3.28e-19	3.44e-21	0.1456	9.4483671	1.37570596	1571.83	RUVBL1	RuvB like AAA ATPase 1
9410	3.34e-19	3.52e-21	0.1113	9.4460591	1.05121433	1811.99	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40
654364	3.35e-19	3.57e-21	0.1705	9.4445137	1.61043132	3402.56	NME1-NME2	NME1-NME2 readthrough
9902	3.35e-19	3.56e-21	0.3522	-9.444929	-3.3264569	671.94	MRC2	mannose receptor C type 2
6634	3.39e-19	3.62e-21	0.1128	9.4429318	1.06472842	3374.01	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide
51637	3.40e-19	3.66e-21	0.1366	9.4419139	1.28940793	2696.82	RTRAF	RNA transcription, translation and transport factor
57178	3.82e-19	4.13e-21	0.1943	-9.4293641	-1.83220016	1424.18	ZMIZ1	zinc finger MIZ-type containing 1
27101	3.88e-19	4.21e-21	0.1628	9.4271343	1.53464438	1860.44	CACYBP	calcyclin binding protein
84953	3.92e-19	4.28e-21	0.3361	-9.4254395	-3.16823621	784.41	MICALCL	replaced by ID 9645
96610	3.92e-19	4.30e-21	0.3215	9.4250323	3.03044263	2213.15	BMS1P20	BMS1 pseudogene 20
4856	3.96e-19	4.36e-21	0.3757	-9.4236213	-3.5403389	242.19	CCN3	cellular communication network factor 3
7298	4.19e-19	4.64e-21	0.3399	9.4171295	3.20048293	663.36	TYMS	thymidylate synthetase
51726	4.28e-19	4.76e-21	0.1443	9.4142617	1.35830643	1658.36	DNAJB11	DnaJ heat shock protein family (Hsp40) member B11
112268089	4.31e-19	4.82e-21	0.1251	9.4130849	1.17718426	391.03	GAPDH-DT	GAPDH divergent transcript
1719	4.96e-19	5.59e-21	0.1981	9.3973945	1.86171198	727.17	DHFR	dihydrofolate reductase
56647	4.96e-19	5.57e-21	0.1286	9.3978394	1.20843066	1013.78	BCCIP	BRCA2 and CDKN1A interacting protein
51649	5.15e-19	5.84e-21	0.1413	9.3929239	1.32756085	882.74	MRPS23	mitochondrial ribosomal protein S23
539	5.56e-19	6.32e-21	0.1765	9.3844692	1.65676017	4790.49	ATP5PO	ATP synthase peripheral stalk subunit OSCP
509	5.70e-19	6.51e-21	0.1724	9.3813812	1.61781061	3709.14	ATP5F1C	ATP synthase F1 subunit gamma
64965	5.74e-19	6.59e-21	0.172	9.3800468	1.61344131	725.04	MRPS9	mitochondrial ribosomal protein S9
23762	6.46e-19	7.45e-21	0.4404	-9.3672037	-4.12544047	7495.97	OSBP2	oxysterol binding protein 2
8395	6.69e-19	7.76e-21	0.2448	-9.3628694	-2.29191504	328.86	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
5245	6.69e-19	7.79e-21	0.1508	9.3625054	1.4120725	3424.42	PHB1	prohibitin 1
51650	6.74e-19	7.97e-21	0.2273	9.3600918	2.12782605	555.86	MRPS33	mitochondrial ribosomal protein S33
56616	6.74e-19	7.95e-21	0.1035	9.3602526	0.96834339	958.55	DIABLO	diablo IAP-binding mitochondrial protein
1387	6.74e-19	7.98e-21	0.1832	-9.3598807	-1.71448272	4407.66	CREBBP	CREB binding protein
7083	6.74e-19	7.93e-21	0.3119	9.3606191	2.91998367	865.14	TK1	thymidine kinase 1
9980	7.25e-19	8.63e-21	0.1313	-9.3516334	-1.22817033	844.13	DOP1B	DOP1 leucine zipper like protein B
100507347	7.26e-19	8.68e-21	0.232	-9.350998	-2.16905162	14105.7	VIM-AS1	VIM antisense RNA 1
9232	7.96e-19	9.56e-21	0.3324	9.3408595	3.10506281	955.19	PTTG1	PTTG1 regulator of sister chromatid separation, securin
