GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
116151	3.62e-20	7.53e-23	0.3282	-9.8406038	-3.2294262	15179.18	FAM210B	family with sequence similarity 210 member B
10098	3.82e-20	8.13e-23	0.3087	-9.8328237	-3.03561	2549.37	TSPAN5	tetraspanin 5
100291105	4.15e-20	9.06e-23	0.3967	-9.8218862	-3.8959644	2838.73	RBM38-AS1	RBM38 antisense RNA 1
25853	4.71e-20	1.05e-22	0.3319	-9.8067846	-3.2545556	24981.01	DCAF12	DDB1 and CUL4 associated factor 12
55553	1.67e-19	3.83e-22	0.4113	-9.6756	-3.9793061	149.93	SOX6	SRY-box transcription factor 6
10456	2.28e-19	5.35e-22	0.1342	9.6413153	1.2941571	3519.46	HAX1	HCLS1 associated protein X-1
220972	2.57e-19	6.15e-22	0.2968	-9.6270217	-2.8569895	14447.67	MARCHF8	membrane associated ring-CH-type finger 8
55796	2.58e-19	6.32e-22	0.2856	-9.6241503	-2.7482767	4092.78	MBNL3	muscleblind like splicing regulator 3
4601	3.09e-19	7.74e-22	0.3314	-9.6033972	-3.1828182	7002.71	MXI1	MAX interactor 1, dimerization protein
2994	5.41e-19	1.38e-21	0.4693	-9.5432359	-4.4787716	718.53	GYPB	glycophorin B (MNS blood group)
55544	5.89e-19	1.54e-21	0.3301	-9.5323317	-3.1465796	30681.2	RBM38	RNA binding motif protein 38
10900	6.42e-19	1.71e-21	0.4262	-9.5213769	-4.0575904	8400.96	RUNDC3A	RUN domain containing 3A
439996	7.05e-19	1.95e-21	0.4449	-9.5075725	-4.2303874	1930.63	IFIT1B	interferon induced protein with tetratricopeptide repeats 1B
4729	7.05e-19	1.95e-21	0.1061	9.5078646	1.0088943	2263.68	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2
5087	7.30e-19	2.06e-21	0.3357	-9.5018494	-3.190069	474.23	PBX1	PBX homeobox 1
84251	7.34e-19	2.11e-21	0.5003	-9.4993769	-4.752659	102.81	SGIP1	SH3GL interacting endocytic adaptor 1
386757	8.99e-19	2.63e-21	0.4846	-9.4763675	-4.5923645	26.68	SLC6A10P	solute carrier family 6 member 10, pseudogene
29100	9.42e-19	2.81e-21	0.1478	9.4695908	1.4000305	1168.3	TMEM208	transmembrane protein 208
80127	1.14e-18	3.47e-21	0.2831	-9.4475979	-2.6741752	411.63	BBOF1	basal body orientation factor 1
4059	1.37e-18	4.24e-21	0.5635	-9.426533	-5.3118603	516.23	BCAM	basal cell adhesion molecule (Lutheran blood group)
669	1.48e-18	4.64e-21	0.4238	-9.4170264	-3.991104	7641.71	BPGM	bisphosphoglycerate mutase
2766	1.54e-18	4.94e-21	0.3827	-9.4105379	-3.6010085	9075.87	GMPR	guanosine monophosphate reductase
25959	1.54e-18	5.00e-21	0.4037	-9.4091707	-3.7980987	333.64	KANK2	KN motif and ankyrin repeat domains 2
51248	4.23e-18	1.40e-20	0.1259	9.3006686	1.1713712	601.5	PDZD11	PDZ domain containing 11
10529	9.12e-18	3.06e-20	0.5001	-9.2167678	-4.6089097	113.11	NEBL	nebulette
1347	9.61e-18	3.28e-20	0.1653	9.2094581	1.5222279	3289.46	COX7A2	cytochrome c oxidase subunit 7A2
84164	1.08e-17	3.75e-20	0.2608	-9.1950012	-2.3984988	14245.06	ASCC2	activating signal cointegrator 1 complex subunit 2
55959	1.30e-17	4.56e-20	0.1533	-9.1740561	-1.4063908	5311.83	SULF2	sulfatase 2
147700	1.36e-17	4.85e-20	0.4293	-9.1672023	-3.9350595	947.22	KLC3	kinesin light chain 3
27089	1.38e-17	5.00e-20	0.1717	9.1639223	1.5734119	1416.9	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
63893	1.47e-17	5.40e-20	0.2972	-9.1556411	-2.7208462	2512.6	UBE2O	ubiquitin conjugating enzyme E2 O
51218	1.67e-17	6.24e-20	0.3386	-9.1401335	-3.0947966	7171.92	GLRX5	glutaredoxin 5
105371084	1.93e-17	7.30e-20	0.3498	-9.1231489	-3.1913895	532.8	RSL1D1-DT	RSL1D1 divergent transcript
9168	2.22e-17	8.51e-20	0.1435	9.1064242	1.3071568	83384.36	TMSB10	thymosin beta 10
100128081	2.38e-17	9.24e-20	0.3096	-9.0975766	-2.8162519	214.62	JAZF1-AS1	JAZF1 antisense RNA 1
4856	5.13e-17	2.02e-19	0.3391	-9.0119893	-3.056247	224.64	CCN3	cellular communication network factor 3
105371816	6.12e-17	2.45e-19	0.2971	-8.9911453	-2.6711744	5379.22	LOC105371816	
51759	6.56e-17	2.66e-19	0.2944	-8.9820738	-2.6446724	14449.87	C9orf78	chromosome 9 open reading frame 78
26499	1.03e-16	4.20e-19	0.3717	-8.9314492	-3.3201457	688.05	PLEK2	pleckstrin 2
10107	1.51e-16	6.31e-19	0.4007	-8.8865038	-3.5605489	475.04	TRIM10	tripartite motif containing 10
57610	1.51e-16	6.35e-19	0.2425	-8.8857852	-2.1543972	3808.97	RANBP10	RAN binding protein 10
4660	1.57e-16	6.69e-19	0.1811	-8.87994	-1.6085121	1883.63	PPP1R12B	protein phosphatase 1 regulatory subunit 12B
2035	1.72e-16	7.51e-19	0.2218	-8.8671223	-1.9668023	8723.86	EPB41	erythrocyte membrane protein band 4.1
23666	1.72e-16	7.47e-19	0.3291	-8.8675967	-2.9185973	2014.88	UBBP4	ubiquitin B pseudogene 4
6708	1.98e-16	8.75e-19	0.4146	-8.8500594	-3.6696373	136.36	SPTA1	spectrin alpha, erythrocytic 1
5692	2.29e-16	1.04e-18	0.1163	8.8312549	1.0274657	9409.93	PSMB4	proteasome 20S subunit beta 4
3050	2.29e-16	1.03e-18	0.6826	-8.8321424	-6.0286944	830.27	HBZ	hemoglobin subunit zeta
2310	3.02e-16	1.38e-18	0.2916	-8.798711	-2.565285	290.19	FOXO3B	forkhead box O3B
10826	3.81e-16	1.77e-18	0.2708	-8.7712504	-2.3751346	2633.54	FAXDC2	fatty acid hydroxylase domain containing 2
6746	7.56e-16	3.54e-18	0.1273	8.6925917	1.1063648	16433.23	SSR2	signal sequence receptor subunit 2
9526	9.58e-16	4.54e-18	0.1456	8.6643723	1.261798	2771.22	MPDU1	mannose-P-dolichol utilization defect 1
6886	1.03e-15	4.94e-18	0.3187	-8.6546911	-2.7582897	2138.53	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor
84953	1.21e-15	5.88e-18	0.2967	-8.6348535	-2.5620331	741.7	MICALCL	replaced by ID 9645
746	1.36e-15	6.68e-18	0.1812	8.6202063	1.561585	1883.07	TMEM258	transmembrane protein 258
10791	1.67e-15	8.29e-18	0.2506	8.5954361	2.1543837	3662.65	VAMP5	vesicle associated membrane protein 5
284904	1.69e-15	8.47e-18	0.5154	-8.5930074	-4.4288494	60.28	SEC14L4	SEC14 like lipid binding 4
342618	2.34e-15	1.18e-17	0.3099	-8.5543859	-2.6509144	163.44	SLFN14	schlafen family member 14
518	2.80e-15	1.43e-17	0.1207	8.5326514	1.0299069	3277.08	ATP5MC3	ATP synthase membrane subunit c locus 3
51019	2.96e-15	1.53e-17	0.1263	8.5250357	1.0763226	972.96	WASHC3	WASH complex subunit 3
105375328	4.35e-15	2.27e-17	0.401	-8.4789598	-3.4003576	183.37	LOC105375328	
27113	4.75e-15	2.50e-17	0.2137	-8.4676666	-1.8098368	1131.8	BBC3	BCL2 binding component 3
105374836	5.44e-15	2.90e-17	0.1604	8.4507087	1.3551989	491.19	LOC105374836	uncharacterized LOC105374836
51094	5.57e-15	3.00e-17	0.2737	-8.4466325	-2.3115909	55582.24	ADIPOR1	adiponectin receptor 1
9829	7.12e-15	3.87e-17	0.4951	-8.4168855	-4.1672493	84.21	DNAJC6	DnaJ heat shock protein family (Hsp40) member C6
7280	9.13e-15	5.01e-17	0.4811	-8.3864468	-4.0348397	3204.94	TUBB2A	tubulin beta 2A class IIa
26052	9.78e-15	5.42e-17	0.3088	-8.3772339	-2.5867154	404.29	DNM3	dynamin 3
4830	1.15e-14	6.42e-17	0.2399	8.3573242	2.0051246	623.15	NME1	NME/NM23 nucleoside diphosphate kinase 1
7915	1.16e-14	6.52e-17	0.2455	-8.355381	-2.0511592	403.41	ALDH5A1	aldehyde dehydrogenase 5 family member A1
10952	1.27e-14	7.23e-17	0.1183	8.3432637	0.9869788	2689	SEC61B	SEC61 translocon subunit beta
102723750	1.43e-14	8.22e-17	0.3249	-8.3280741	-2.7055032	465.02	LOC102723750	uncharacterized LOC102723750
79098	2.27e-14	1.32e-16	0.3848	-8.2716812	-3.1827924	81.34	C1orf116	chromosome 1 open reading frame 116
5694	3.00e-14	1.76e-16	0.1505	8.2373753	1.2395617	3386.41	PSMB6	proteasome 20S subunit beta 6
954	3.06e-14	1.81e-16	0.5204	-8.2342406	-4.2848373	78.24	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2
51142	3.37e-14	2.01e-16	0.1322	8.2213671	1.0869222	7672.65	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2
6497	3.86e-14	2.32e-16	0.1654	-8.2040847	-1.3570696	1793.3	SKI	SKI proto-oncogene
5721	4.56e-14	2.77e-16	0.1971	8.1828792	1.6131645	9834.26	PSME2	proteasome activator subunit 2
693196	4.72e-14	2.91e-16	0.1716	8.1768034	1.4031105	488.3	MIR611	microRNA 611
10476	4.72e-14	2.91e-16	0.1514	8.1768971	1.2377668	3372.48	ATP5PD	ATP synthase peripheral stalk subunit d
3792	4.74e-14	2.96e-16	0.3261	-8.1750947	-2.6656382	488.99	KEL	Kell metallo-endopeptidase (Kell blood group)
10498	4.86e-14	3.06e-16	0.2604	-8.1710262	-2.1281083	3973.48	CARM1	coactivator associated arginine methyltransferase 1
7102	5.42e-14	3.43e-16	0.5375	-8.1570038	-4.3842476	79.78	TSPAN7	tetraspanin 7
85014	5.44e-14	3.48e-16	0.1598	8.155467	1.3028831	1242.06	TMEM141	transmembrane protein 141
573	6.48e-14	4.18e-16	0.2463	-8.1333323	-2.0030576	10631	BAG1	BAG cochaperone 1
102288414	7.22e-14	4.72e-16	0.1498	8.1183761	1.2158292	1151.87	C11orf98	chromosome 11 open reading frame 98
7314	7.22e-14	4.73e-16	0.2889	-8.1182334	-2.345074	131842.56	UBB	ubiquitin B
107985544	7.92e-14	5.23e-16	0.3156	-8.1060548	-2.5578904	883.84	LOC107985544	uncharacterized LOC107985544
4722	8.14e-14	5.42e-16	0.1543	8.1017465	1.250105	1747.07	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3
151176	8.34e-14	5.60e-16	0.667	-8.0977611	-5.4008546	322.71	ERFE	erythroferrone
726	8.79e-14	5.95e-16	0.2608	-8.0904383	-2.1099572	357.34	CAPN5	calpain 5
84313	9.07e-14	6.18e-16	0.135	8.0856202	1.0918697	2377.12	VPS25	vacuolar protein sorting 25 homolog
43	9.34e-14	6.42e-16	0.5092	-8.0811173	-4.1146498	247.64	ACHE	acetylcholinesterase (Cartwright blood group)
51264	1.10e-13	7.58e-16	0.1782	8.0607223	1.4364371	787.18	MRPL27	mitochondrial ribosomal protein L27
5690	1.28e-13	8.91e-16	0.1156	8.041051	0.9293462	3237.41	PSMB2	proteasome 20S subunit beta 2
2993	1.32e-13	9.26e-16	0.5368	-8.0363546	-4.3140051	167.19	GYPA	glycophorin A (MNS blood group)
51327	1.33e-13	9.40e-16	0.4287	-8.0344759	-3.4446002	13320.7	AHSP	alpha hemoglobin stabilizing protein
29082	1.40e-13	9.98e-16	0.1266	8.0271488	1.0161681	3043.76	CHMP4A	charged multivesicular body protein 4A
3757	1.54e-13	1.11e-15	0.3161	-8.0143618	-2.5337112	352.39	KCNH2	potassium voltage-gated channel subfamily H member 2
2935	1.55e-13	1.12e-15	0.3094	-8.0129727	-2.478881	13706.8	GSPT1	G1 to S phase transition 1
10661	1.64e-13	1.20e-15	0.417	-8.0043294	-3.3375467	3089.61	KLF1	KLF transcription factor 1
539	1.64e-13	1.21e-15	0.1596	8.0037607	1.2775321	4088.58	ATP5PO	ATP synthase peripheral stalk subunit OSCP
10632	1.86e-13	1.38e-15	0.1241	7.9873287	0.9910806	5005.98	ATP5MG	ATP synthase membrane subunit g
102465841	1.92e-13	1.43e-15	0.6203	-7.9825318	-4.9516819	17.24	MIR7855	microRNA 7855
100126793	1.92e-13	1.45e-15	0.16	7.9811612	1.2769016	390.68	GHRLOS	ghrelin opposite strand/antisense RNA
373156	1.92e-13	1.46e-15	0.1298	7.9806701	1.0355649	17270.94	GSTK1	glutathione S-transferase kappa 1
65125	1.93e-13	1.47e-15	0.2417	-7.9795463	-1.9288697	5702.26	WNK1	WNK lysine deficient protein kinase 1
7504	2.02e-13	1.55e-15	0.3982	-7.9726339	-3.1749595	690.72	XK	X-linked Kx blood group antigen, Kell and VPS13A binding protein
118487	2.86e-13	2.21e-15	0.1398	7.9292135	1.1082308	984.82	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1
4700	2.98e-13	2.32e-15	0.1473	7.9229084	1.1673328	1377.59	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6
81558	3.03e-13	2.37e-15	0.2388	-7.920091	-1.8909609	6931.56	FAM117A	family with sequence similarity 117 member A
6513	3.09e-13	2.46e-15	0.2086	-7.915637	-1.6508755	2397.91	SLC2A1	solute carrier family 2 member 1
56172	3.09e-13	2.47e-15	0.242	-7.9150269	-1.9150869	2433.64	ANKH	ANKH inorganic pyrophosphate transport regulator
517	3.09e-13	2.45e-15	0.1282	7.9160261	1.0149006	9187.73	ATP5MC2	ATP synthase membrane subunit c locus 2
158427	3.37e-13	2.71e-15	0.2318	-7.9037103	-1.8318704	597.48	TSTD2	thiosulfate sulfurtransferase like domain containing 2
5693	3.45e-13	2.79e-15	0.1279	7.8997868	1.0106245	1353.81	PSMB5	proteasome 20S subunit beta 5
347733	3.63e-13	2.96e-15	0.469	-7.8926704	-3.7015645	1393.54	TUBB2B	tubulin beta 2B class IIb
51374	3.82e-13	3.13e-15	0.1245	7.885594	0.9815822	3236.21	ATRAID	all-trans retinoic acid induced differentiation factor
79081	3.93e-13	3.24e-15	0.141	7.8812627	1.1113475	1315.25	LBHD1	LBH domain containing 1
654483	4.58e-13	3.80e-15	0.1859	7.8612748	1.4612699	592.49	BOLA2B	bolA family member 2B
9902	4.84e-13	4.05e-15	0.3687	-7.8533687	-2.895261	628.4	MRC2	mannose receptor C type 2
475	5.17e-13	4.35e-15	0.1852	7.8443912	1.4529332	1414.14	ATOX1	antioxidant 1 copper chaperone
5372	5.23e-13	4.43e-15	0.1137	7.8422052	0.8913018	829.12	PMM1	phosphomannomutase 1
51081	5.63e-13	4.80e-15	0.1264	7.8320077	0.9902048	1157.59	MRPS7	mitochondrial ribosomal protein S7
8131	6.47e-13	5.55e-15	0.3022	-7.8138144	-2.3610153	11873.68	NPRL3	NPR3 like, GATOR1 complex subunit
102465801	6.53e-13	5.64e-15	0.228	7.8118323	1.7812909	372.45	MIR7703	microRNA 7703
7036	8.44e-13	7.32e-15	0.2979	-7.7787479	-2.3171133	351.06	TFR2	transferrin receptor 2
5689	8.74e-13	7.64e-15	0.1291	7.7734665	1.0033903	4778.32	PSMB1	proteasome 20S subunit beta 1
84336	1.02e-12	8.98e-15	0.0933	7.7529921	0.7237123	1221.37	TMEM101	transmembrane protein 101
5686	1.07e-12	9.43e-15	0.1579	7.746673	1.2233839	3382.94	PSMA5	proteasome 20S subunit alpha 5
665	1.11e-12	9.84e-15	0.2693	-7.7413678	-2.0847214	10532.59	BNIP3L	BCL2 interacting protein 3 like
760	1.26e-12	1.12e-14	0.3229	-7.7243859	-2.4939188	679.91	CA2	carbonic anhydrase 2
7148	1.28e-12	1.15e-14	0.3297	-7.7210895	-2.5453179	215.93	TNXB	tenascin XB
284486	1.28e-12	1.16e-14	0.379	-7.7202517	-2.9257641	201.67	THEM5	thioesterase superfamily member 5
10237	1.29e-12	1.17e-14	0.1076	7.7189968	0.8301784	1236.36	SLC35B1	solute carrier family 35 member B1
150000	1.35e-12	1.24e-14	0.4444	-7.7119684	-3.427296	345.49	ABCC13	ATP binding cassette subfamily C member 13 (pseudogene)
55220	1.41e-12	1.30e-14	0.4118	-7.7063108	-3.1736463	164.64	KLHDC8A	kelch domain containing 8A
4715	1.50e-12	1.39e-14	0.1532	7.6975339	1.1791313	3523.88	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9
100528064	1.59e-12	1.48e-14	0.1247	7.6891569	0.9586331	2584.79	NEDD8-MDP1	NEDD8-MDP1 readthrough
11183	1.65e-12	1.55e-14	0.2617	-7.683363	-2.0106516	365.49	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5
516	1.65e-12	1.55e-14	0.2048	7.6831559	1.5731285	1831.85	ATP5MC1	ATP synthase membrane subunit c locus 1
102724528	1.84e-12	1.75e-14	0.4106	-7.6680693	-3.1487276	208.8	LOC102724528	uncharacterized LOC102724528
399474	1.87e-12	1.78e-14	0.2512	-7.6654138	-1.9255325	1389.35	TMEM200B	transmembrane protein 200B
51255	2.01e-12	1.93e-14	0.1635	7.6553063	1.2517444	3952.96	RNF181	ring finger protein 181
729956	2.10e-12	2.03e-14	0.5974	-7.648819	-4.5695778	74.6	SHISA7	shisa family member 7
3029	2.11e-12	2.04e-14	0.269	-7.6478533	-2.0573558	6977.11	HAGH	hydroxyacylglutathione hydrolase
83538	2.16e-12	2.11e-14	0.3833	-7.6439084	-2.9300165	135.53	ODAD4	outer dynein arm docking complex subunit 4
340024	2.38e-12	2.33e-14	0.8423	-7.6310681	-6.4277731	62.08	SLC6A19	solute carrier family 6 member 19
6235	2.45e-12	2.41e-14	0.2022	7.6265507	1.5423644	11064.51	RPS29	ribosomal protein S29
143686	2.48e-12	2.45e-14	0.2833	-7.6242292	-2.1596762	2551.64	SESN3	sestrin 3
8409	2.51e-12	2.50e-14	0.1759	7.6221154	1.3407966	2336.46	UXT	ubiquitously expressed prefoldin like chaperone
10370	2.53e-12	2.53e-14	0.1433	-7.6201517	-1.0917893	1399.13	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
122416	2.73e-12	2.74e-14	0.3467	-7.6098805	-2.6383175	2115.08	ANKRD9	ankyrin repeat domain 9
6423	2.87e-12	2.91e-14	0.4895	-7.6022882	-3.7210104	195.28	SFRP2	secreted frizzled related protein 2
84300	2.94e-12	2.99e-14	0.1837	7.5986487	1.3955866	635.21	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2
9429	2.96e-12	3.03e-14	0.4516	-7.5970935	-3.4305367	119.12	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)
51013	2.98e-12	3.06e-14	0.1241	7.5956942	0.9425102	1157.48	EXOSC1	exosome component 1
5013	3.06e-12	3.17e-14	0.4268	-7.5913406	-3.240247	199.22	OTX1	orthodenticle homeobox 1
1351	3.06e-12	3.18e-14	0.1561	7.590879	1.1851513	5749.34	COX8A	cytochrome c oxidase subunit 8A
51316	3.17e-12	3.33e-14	0.2241	7.5849368	1.7000296	11178.88	PLAC8	placenta associated 8
162466	3.17e-12	3.31e-14	0.3179	-7.5854563	-2.4117654	27794.6	PHOSPHO1	phosphoethanolamine/phosphocholine phosphatase 1
58476	3.24e-12	3.42e-14	0.2102	-7.5812675	-1.5933633	626.75	TP53INP2	tumor protein p53 inducible nuclear protein 2
3049	3.30e-12	3.49e-14	0.4807	-7.5785547	-3.643246	11570.15	HBQ1	hemoglobin subunit theta 1
5696	3.44e-12	3.66e-14	0.1336	7.5723665	1.0116546	15252.33	PSMB8	proteasome 20S subunit beta 8
54855	3.48e-12	3.73e-14	0.3903	-7.5701814	-2.954925	7650.49	TENT5C	terminal nucleotidyltransferase 5C
521	4.04e-12	4.35e-14	0.1686	7.5500061	1.2729928	1200.89	ATP5ME	ATP synthase membrane subunit e
6633	4.46e-12	4.82e-14	0.2006	7.5366789	1.5119869	3824.83	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide
25974	5.03e-12	5.48e-14	0.1257	7.5199241	0.9449304	1009.6	MMACHC	metabolism of cobalamin associated C
2623	5.03e-12	5.49e-14	0.3222	-7.5197145	-2.42321	2645.74	GATA1	GATA binding protein 1
4738	5.04e-12	5.53e-14	0.1405	7.5186962	1.0565801	4065.07	NEDD8	NEDD8 ubiquitin like modifier
5436	5.36e-12	5.94e-14	0.1369	7.509466	1.0279394	2715.57	POLR2G	RNA polymerase II subunit G
29781	5.36e-12	5.94e-14	0.1716	7.5094822	1.2889814	4791.26	NCAPH2	non-SMC condensin II complex subunit H2
28930	5.39e-12	6.00e-14	0.474	7.5081623	3.5585329	5067.54	IGKV1-39	immunoglobulin kappa variable 1-39
10652	5.50e-12	6.16e-14	0.0847	7.5047113	0.635695	3510.17	YKT6	YKT6 v-SNARE homolog
113444	5.56e-12	6.25e-14	0.093	7.502697	0.6981135	2047.21	SMIM12	small integral membrane protein 12
51258	5.86e-12	6.61e-14	0.1624	7.4953122	1.217102	2094.49	MRPL51	mitochondrial ribosomal protein L51
5478	6.18e-12	7.01e-14	0.1589	7.4875939	1.1899848	16615.41	PPIA	peptidylprolyl isomerase A
101929007	6.70e-12	7.64e-14	0.2847	-7.4764622	-2.1288775	785.4	LOC101929007	uncharacterized LOC101929007
8031	6.79e-12	7.77e-14	0.2436	-7.474074	-1.8208708	26930.89	NCOA4	nuclear receptor coactivator 4
79856	6.93e-12	7.99e-14	0.1501	7.4705466	1.1215461	6038.09	SNX22	sorting nexin 22
54084	6.93e-12	8.01e-14	0.5255	-7.4702213	-3.925629	59.53	TSPEAR	thrombospondin type laminin G domain and EAR repeats
4707	7.29e-12	8.46e-14	0.1851	7.462912	1.3812358	866.62	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1
80700	7.52e-12	8.77e-14	0.3032	-7.4582057	-2.2614994	38257.47	UBXN6	UBX domain protein 6
51371	7.60e-12	8.90e-14	0.1916	7.4562701	1.4289613	2303.83	POMP	proteasome maturation protein
84696	7.74e-12	9.12e-14	0.1308	7.4531091	0.9751465	388.69	ABHD1	abhydrolase domain containing 1
55168	8.33e-12	9.85e-14	0.1439	7.4428892	1.0711449	920.79	MRPS18A	mitochondrial ribosomal protein S18A
10928	8.51e-12	1.01e-13	0.1487	-7.43949	-1.1062843	4606.52	RALBP1	ralA binding protein 1
26030	8.80e-12	1.05e-13	0.1609	-7.4343957	-1.1962213	4935	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3
522	9.53e-12	1.14e-13	0.1544	7.423262	1.1464029	1377.87	ATP5PF	ATP synthase peripheral stalk subunit F6
389337	1.04e-11	1.25e-13	0.3758	-7.4114346	-2.7855436	115.75	ARHGEF37	Rho guanine nucleotide exchange factor 37
7388	1.07e-11	1.30e-13	0.1675	7.4064111	1.2406685	2066.79	UQCRH	ubiquinol-cytochrome c reductase hinge protein
100526740	1.10e-11	1.34e-13	0.1416	7.4020289	1.0478959	2565.54	ATP5MF-PTCD1	ATP5MF-PTCD1 readthrough
23305	1.11e-11	1.35e-13	0.3111	-7.4010509	-2.3024307	381.8	ACSL6	acyl-CoA synthetase long chain family member 6
