GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
83943	3.08e-02	8.42e-05	0.121	3.9319828	0.47571236	695.98	IMMP2L	inner mitochondrial membrane peptidase subunit 2
642946	3.10e-02	8.74e-05	0.3421	-3.9230765	-1.34212837	19.58	FLVCR1-DT	FLVCR1 divergent transcript
109616998	3.10e-02	8.75e-05	0.338	-3.9229749	-1.32600111	75.24	SNORA50B	small nucleolar RNA, H/ACA box 50B
105379524	3.24e-02	9.28e-05	0.6311	-3.9087589	-2.46676527	5390	LOC105379524	uncharacterized LOC105379524
26864	3.38e-02	1.00e-04	0.6479	-3.8898305	-2.52005924	5446.69	RNVU1-7	RNA, variant U1 small nuclear 7
22982	3.38e-02	9.89e-05	0.0593	-3.8933781	-0.23098364	1678.93	DIP2C	disco interacting protein 2 homolog C
105370450	3.38e-02	1.01e-04	0.3891	3.8888682	1.51323556	7.76	LOC105370450	uncharacterized LOC105370450
4501	3.61e-02	1.09e-04	0.3347	3.8695875	1.29503073	226.33	MT1X	metallothionein 1X
105369250	3.67e-02	1.12e-04	0.1884	3.8620415	0.72776288	152.95	LOC105369250	uncharacterized LOC105369250
2297	3.72e-02	1.18e-04	0.2965	3.8507447	1.14162407	12.94	FOXD1	forkhead box D1
220963	3.72e-02	1.18e-04	0.206	3.8495096	0.79286672	181.33	SLC16A9	solute carrier family 16 member 9
692223	3.72e-02	1.18e-04	0.3831	-3.8510177	-1.47534168	140.34	SNORD97	small nucleolar RNA, C/D box 97
5093	3.86e-02	1.25e-04	0.0714	-3.8370484	-0.27389089	956.73	PCBP1	poly(rC) binding protein 1
26871	4.01e-02	1.34e-04	0.666	-3.8187577	-2.54346237	9016.9	RNU1-1	RNA, U1 small nuclear 1
101929777	4.01e-02	1.33e-04	0.6601	-3.8210177	-2.52218812	23.96	LOC101929777	uncharacterized LOC101929777
94121	4.01e-02	1.31e-04	0.2661	3.8240678	1.01773471	154.13	SYTL4	synaptotagmin like 4
100130890	4.09e-02	1.40e-04	0.1061	3.8081084	0.40407549	406.12	TSTD3	thiosulfate sulfurtransferase like domain containing 3
22852	4.09e-02	1.38e-04	0.0945	3.8109958	0.36032232	2025.54	ANKRD26	ankyrin repeat domain containing 26
4493	4.27e-02	1.49e-04	0.324	3.7923409	1.22858836	434.26	MT1E	metallothionein 1E
267010	4.27e-02	1.50e-04	0.3143	-3.7915381	-1.19175092	24.42	RNU12	RNA, U12 small nuclear
11259	4.28e-02	1.57e-04	0.1375	3.7796871	0.51980499	295.22	FILIP1L	filamin A interacting protein 1 like
102724672	4.28e-02	1.54e-04	0.2224	3.7843224	0.84158468	31.06	LOC102724672	uncharacterized LOC102724672
2194	4.28e-02	1.56e-04	0.1349	-3.7807766	-0.51015057	2798.31	FASN	fatty acid synthase
26778	4.28e-02	1.52e-04	0.2793	-3.7874523	-1.05783697	72.96	SNORA70	small nucleolar RNA, H/ACA box 70
7546	4.34e-02	1.61e-04	0.207	3.7734669	0.78101194	99.99	ZIC2	Zic family member 2
9376	4.53e-02	1.70e-04	0.3699	3.7600514	1.39069564	42.72	SLC22A8	solute carrier family 22 member 8
2972	4.77e-02	1.81e-04	0.0955	-3.7445702	-0.35757115	677.01	BRF1	BRF1 RNA polymerase III transcription initiation factor subunit
6590	4.81e-02	1.84e-04	0.5491	3.7397904	2.05360167	9.81	SLPI	secretory leukocyte peptidase inhibitor
84777	4.91e-02	1.90e-04	0.1951	3.7322788	0.72831401	88.11	DLGAP1-AS2	DLGAP1 antisense RNA 2
399761	5.31e-02	2.08e-04	0.1496	3.7095655	0.55480396	317.25	BMS1P1	BMS1 pseudogene 1
1869	5.33e-02	2.11e-04	0.1481	-3.7059922	-0.54885547	125.17	E2F1	E2F transcription factor 1
1832	5.48e-02	2.19e-04	0.3895	3.6964063	1.43984255	262.62	DSP	desmoplakin
54433	5.56e-02	2.24e-04	0.1233	3.6901113	0.45495592	95.1	GAR1	GAR1 ribonucleoprotein
100861412	5.64e-02	2.30e-04	0.1242	3.6840591	0.4576104	194.11	FSBP	fibrinogen silencer binding protein
105379010	5.67e-02	2.33e-04	0.2293	3.6804134	0.84403026	39.91	LOC105379010	uncharacterized LOC105379010
3953	5.70e-02	2.46e-04	0.1439	3.6662807	0.52749237	354.92	LEPR	leptin receptor
1060	5.70e-02	2.48e-04	0.0847	3.6642419	0.31033962	1168.84	CENPC	centromere protein C
54796	5.70e-02	2.48e-04	0.2707	3.6646482	0.9921295	52.29	BNC2	basonuclin 2
105376003	5.70e-02	2.42e-04	0.188	3.6701026	0.69010278	209.27	LOC105376003	uncharacterized LOC105376003
387700	5.70e-02	2.41e-04	0.4857	3.6716338	1.78314625	34.63	SLC16A12	solute carrier family 16 member 12
107985155	5.70e-02	2.46e-04	0.3396	3.6666519	1.2452458	10.72	LOC107985155	uncharacterized LOC107985155
2353	5.78e-02	2.54e-04	0.3247	-3.6586092	-1.18812056	790.57	FOS	Fos proto-oncogene, AP-1 transcription factor subunit
105369305	5.84e-02	2.59e-04	0.2086	3.6534103	0.76214124	26.16	LOC105369305	uncharacterized LOC105369305
83869	5.88e-02	2.63e-04	0.0775	3.6495285	0.28292866	258.96	TTTY14	testis-specific transcript, Y-linked 14
9670	5.99e-02	2.70e-04	0.1354	-3.6421358	-0.49326631	1367.85	IPO13	importin 13
816	6.14e-02	2.87e-04	0.1015	-3.6266688	-0.36823994	4905.24	CAMK2B	calcium/calmodulin dependent protein kinase II beta
6542	6.14e-02	2.82e-04	0.2779	3.6314178	1.00901669	459.39	SLC7A2	solute carrier family 7 member 2
8986	6.14e-02	2.87e-04	0.1251	-3.6270802	-0.45385253	440.99	RPS6KA4	ribosomal protein S6 kinase A4
4597	6.14e-02	2.85e-04	0.1376	-3.6287734	-0.49942836	407.92	MVD	mevalonate diphosphate decarboxylase
3340	6.84e-02	3.24e-04	0.1034	-3.5956658	-0.37165381	1862.77	NDST1	N-deacetylase and N-sulfotransferase 1
105375696	6.84e-02	3.28e-04	0.2317	3.5923348	0.83221554	25.19	LOC105375696	uncharacterized LOC105375696
55304	6.84e-02	3.25e-04	0.2521	3.5944002	0.90600777	49.36	SPTLC3	serine palmitoyltransferase long chain base subunit 3
105374952	6.98e-02	3.37e-04	0.1868	-3.584908	-0.66967848	37.02	NUP153-AS1	NUP153 antisense RNA 1
105369937	7.02e-02	3.43e-04	0.3688	3.5807516	1.32071164	9.91	LOC105369937	uncharacterized LOC105369937
145447	7.02e-02	3.46e-04	0.1629	-3.5781741	-0.58279432	138.66	ABHD12B	abhydrolase domain containing 12B
283643	7.02e-02	3.48e-04	0.1584	-3.5768494	-0.56650431	89.29	TEDC1	tubulin epsilon and delta complex 1
641364	7.07e-02	3.56e-04	0.2275	3.5708399	0.81250858	130.41	SLC7A11-AS1	SLC7A11 antisense RNA 1
5791	7.07e-02	3.55e-04	0.0774	-3.5715076	-0.27625993	982.79	PTPRE	protein tyrosine phosphatase receptor type E
105377862	7.19e-02	3.68e-04	0.341	3.5619723	1.21457772	24.18	LOC105377862	uncharacterized LOC105377862
9479	7.19e-02	3.67e-04	0.1379	-3.5626623	-0.491397	3322.27	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1
8028	7.22e-02	3.72e-04	0.0774	3.5588658	0.27552794	1022.91	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor
152926	7.25e-02	3.77e-04	0.1184	3.5558964	0.42095566	4401.26	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K
102723739	7.32e-02	3.84e-04	0.3037	3.5506697	1.07839146	13.5	LOC102723739	uncharacterized LOC102723739
100133669	7.32e-02	3.88e-04	0.1583	-3.5479515	-0.56153178	54.11	LY6E-DT	LY6E divergent transcript
23409	7.32e-02	3.89e-04	0.4097	-3.5473636	-1.45326264	606.96	SIRT4	sirtuin 4
58476	7.39e-02	3.96e-04	0.2785	-3.542611	-0.98650553	1253.11	TP53INP2	tumor protein p53 inducible nuclear protein 2
83448	7.43e-02	4.01e-04	0.124	3.5392426	0.43901525	1060.17	PUS7L	pseudouridine synthase 7 like
83938	7.47e-02	4.06e-04	0.1712	3.5359617	0.60538439	59.97	LRMDA	leucine rich melanocyte differentiation associated
105378335	7.61e-02	4.17e-04	0.3824	3.5290868	1.3495698	14.74	LOC105378335	uncharacterized LOC105378335
2559	7.79e-02	4.30e-04	0.2264	3.5211251	0.79732132	20.19	GABRA6	gamma-aminobutyric acid type A receptor subunit alpha6
101928383	7.83e-02	4.38e-04	0.1594	3.5159187	0.56047103	293.89	LOC101928383	
10908	7.83e-02	4.36e-04	0.0833	-3.5170602	-0.29282326	1016.96	PNPLA6	patatin like phospholipase domain containing 6
101927636	7.90e-02	4.48e-04	0.2135	3.5097795	0.74937121	79.57	LOC101927636	uncharacterized LOC101927636
10507	7.90e-02	4.46e-04	0.2094	-3.5109991	-0.73511039	2243.88	SEMA4D	semaphorin 4D
105377979	7.90e-02	4.52e-04	0.4738	3.5076737	1.66187582	21.96	LOC105377979	uncharacterized LOC105377979
118433	7.93e-02	4.60e-04	0.1689	-3.5031014	-0.59176411	131.9	RPL23AP7	ribosomal protein L23a pseudogene 7
101928885	7.93e-02	4.59e-04	0.24	3.5038161	0.84085184	24.6	LINC02198	long intergenic non-protein coding RNA 2198
105379011	8.05e-02	4.70e-04	0.2059	3.4972159	0.72020067	76.05	LOC105379011	uncharacterized LOC105379011
4982	8.25e-02	4.85e-04	0.3188	3.4888264	1.11229113	20.65	TNFRSF11B	TNF receptor superfamily member 11b
7325	8.25e-02	4.89e-04	0.0837	3.4868235	0.29192316	1719.76	UBE2E2	ubiquitin conjugating enzyme E2 E2
3770	8.26e-02	4.92e-04	0.2558	-3.4848657	-0.89149525	70.84	KCNJ14	potassium inwardly rectifying channel subfamily J member 14
102724643	8.31e-02	5.02e-04	0.2823	3.4796234	0.98225975	24.42	FAM245B	family with sequence similarity 245 member B
23646	8.31e-02	5.00e-04	0.0988	-3.4809603	-0.34395616	4108.25	PLD3	phospholipase D family member 3
107986360	8.32e-02	5.09e-04	0.1992	3.4758197	0.69253659	25.98	LOC107986360	
7975	8.32e-02	5.09e-04	0.1266	-3.4762126	-0.44017186	386.19	MAFK	MAF bZIP transcription factor K
102724364	8.37e-02	5.16e-04	0.4712	-3.4724791	-1.63634777	1129.67	SEC22B4P	SEC22 homolog B4, pseudogene
107985525	8.44e-02	5.24e-04	0.164	3.4683903	0.56864488	49.05	LOC107985525	replaced by ID 100132057
100873997	8.47e-02	5.41e-04	0.1776	3.4594203	0.61437353	41.92	KCNQ5-AS1	KCNQ5 antisense RNA 1
196463	8.47e-02	5.48e-04	0.1933	-3.4560868	-0.66789479	516	PLBD2	phospholipase B domain containing 2
105370198	8.47e-02	5.49e-04	0.1705	3.4555796	0.5891112	76.13	LOC105370198	uncharacterized LOC105370198
145389	8.47e-02	5.45e-04	0.0956	3.4577983	0.33057181	480.1	SLC38A6	solute carrier family 38 member 6
105371314	8.47e-02	5.43e-04	0.4034	-3.4584343	-1.39508417	13	LOC105371314	
115704	8.47e-02	5.48e-04	0.117	-3.4560738	-0.40421182	890.05	EVI5L	ecotropic viral integration site 5 like
8209	8.47e-02	5.33e-04	0.1033	-3.4635014	-0.35782024	452.89	GATD3	glutamine amidotransferase class 1 domain containing 3
8912	8.72e-02	5.69e-04	0.3046	-3.4458107	-1.04944733	320.09	CACNA1H	calcium voltage-gated channel subunit alpha1 H
107985467	8.80e-02	5.79e-04	0.2047	3.4414814	0.70438422	144.97	LOC107985467	uncharacterized LOC107985467
107985468	8.80e-02	5.81e-04	0.2718	3.4402584	0.93504769	21.98	LOC107985468	
105378897	8.89e-02	5.99e-04	0.1359	-3.4321895	-0.46634007	195.64	SLC6A17-AS1	SLC6A17 antisense RNA 1
5768	8.89e-02	6.08e-04	0.0636	-3.4279894	-0.21790937	660.01	QSOX1	quiescin sulfhydryl oxidase 1
105373390	8.89e-02	6.13e-04	0.1333	-3.4259085	-0.45669926	602.96	LOC105373390	uncharacterized LOC105373390
105374056	8.89e-02	5.93e-04	0.172	3.4347539	0.59060929	628.06	LOC105374056	uncharacterized LOC105374056
100134869	8.89e-02	6.06e-04	0.1577	3.4290689	0.540639	78.74	UBE2Q2P2	UBE2Q2 pseudogene 2
84264	8.89e-02	6.12e-04	0.1213	-3.4262027	-0.41545312	160.51	HAGHL	hydroxyacylglutathione hydrolase like
80725	8.89e-02	6.05e-04	0.1643	-3.4294293	-0.56335621	2260.83	SRCIN1	SRC kinase signaling inhibitor 1
23544	8.99e-02	6.27e-04	0.1108	-3.4198251	-0.37889697	3642.26	SEZ6L	seizure related 6 homolog like
55687	8.99e-02	6.26e-04	0.0639	-3.4200221	-0.21869116	378.43	TRMU	tRNA mitochondrial 2-thiouridylase
3075	9.01e-02	6.46e-04	0.2863	3.411636	0.97662547	308.87	CFH	complement factor H
101927073	9.01e-02	6.44e-04	0.2054	3.4124067	0.7009121	371.26	LOC101927073	uncharacterized LOC101927073
2018	9.01e-02	6.32e-04	0.1804	3.4176851	0.61669458	171	EMX2	empty spiracles homeobox 2
441631	9.01e-02	6.40e-04	0.1692	-3.4141697	-0.57781554	137.6	TSPAN11	tetraspanin 11
10381	9.01e-02	6.36e-04	0.1235	-3.4157064	-0.42194343	2740.9	TUBB3	tubulin beta 3 class III
5605	9.01e-02	6.52e-04	0.0883	-3.4091549	-0.30098376	724.33	MAP2K2	mitogen-activated protein kinase kinase 2
63941	9.01e-02	6.53e-04	0.1354	-3.4084295	-0.46159376	693.93	NECAB3	N-terminal EF-hand calcium binding protein 3
100507381	9.03e-02	6.58e-04	0.1675	3.406473	0.57050747	142.08	KCNQ5-IT1	KCNQ5 intronic transcript 1
105371745	9.23e-02	6.77e-04	0.6891	-3.3987528	-2.34203373	5.82	LOC105371745	uncharacterized LOC105371745
107987266	9.37e-02	6.91e-04	0.1144	-3.3932886	-0.38822524	133.34	LOC107987266	uncharacterized LOC107987266
56997	9.82e-02	7.29e-04	0.08	-3.3783522	-0.27031735	505.27	COQ8A	coenzyme Q8A
105376707	9.82e-02	7.32e-04	0.2351	-3.3773039	-0.79396884	74.65	LOC105376707	
105374407	9.95e-02	7.45e-04	0.1586	3.3723348	0.53486932	67.34	LOC105374407	
2781	9.99e-02	7.53e-04	0.1247	-3.3696507	-0.42014249	1893.94	GNAZ	G protein subunit alpha z
11332	1.01e-01	7.88e-04	0.1022	-3.3569458	-0.34316497	1221.19	ACOT7	acyl-CoA thioesterase 7
4524	1.01e-01	7.85e-04	0.0776	-3.3578836	-0.26041881	600.9	MTHFR	methylenetetrahydrofolate reductase
151827	1.01e-01	7.74e-04	0.1295	3.3619246	0.43546135	199.42	LRRC34	leucine rich repeat containing 34
7343	1.01e-01	7.80e-04	0.0777	-3.3598936	-0.26097612	1467.61	UBTF	upstream binding transcription factor
102724560	1.01e-01	7.86e-04	0.0956	-3.3576574	-0.32094676	347	LOC102724560	cystathionine beta-synthase like
284835	1.01e-01	7.69e-04	0.4724	-3.3638098	-1.58899455	16.08	LINC00323	long intergenic non-protein coding RNA 323
79953	1.02e-01	7.94e-04	0.0898	-3.3548366	-0.30112912	973.48	SYNDIG1	synapse differentiation inducing 1
3800	1.02e-01	8.10e-04	0.0885	-3.3493589	-0.29640672	24389.76	KIF5C	kinesin family member 5C
1842	1.02e-01	8.10e-04	0.1924	3.3492044	0.64447236	143.44	ECM2	extracellular matrix protein 2
100506939	1.02e-01	8.15e-04	0.1837	3.3476003	0.6148891	33.47	PRKG1-AS1	PRKG1 antisense RNA 1
348180	1.02e-01	8.17e-04	0.109	-3.3469218	-0.3649488	158.76	CTU2	cytosolic thiouridylase subunit 2
333	1.02e-01	8.02e-04	0.145	-3.3520253	-0.48600664	4747.25	APLP1	amyloid beta precursor like protein 1
105369456	1.02e-01	8.28e-04	0.2359	3.3434229	0.78873534	53.49	LOC105369456	uncharacterized LOC105369456
105370994	1.02e-01	8.24e-04	0.3022	3.3444841	1.01081933	32.05	LOC105370994	
107985034	1.02e-01	8.33e-04	0.1094	-3.3415923	-0.36547158	151.47	LOC107985034	uncharacterized LOC107985034
3607	1.02e-01	8.37e-04	0.0631	-3.340274	-0.21075933	1076.05	FOXK2	forkhead box K2
143244	1.03e-01	8.48e-04	0.2682	-3.3367857	-0.89509026	60.69	EIF5AL1	eukaryotic translation initiation factor 5A like 1
6598	1.04e-01	8.56e-04	0.0787	-3.334172	-0.26248226	400.59	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
105374824	1.04e-01	8.66e-04	0.2542	3.3307157	0.84683017	19.35	LOC105374824	uncharacterized LOC105374824
7407	1.04e-01	8.77e-04	0.0875	-3.3272569	-0.29100885	504.28	VARS1	valyl-tRNA synthetase 1
105375829	1.04e-01	8.76e-04	0.1714	3.3277202	0.57042344	158.75	LOC105375829	uncharacterized LOC105375829
84814	1.04e-01	8.75e-04	0.1047	-3.3278279	-0.34848387	254.61	PLPP7	phospholipid phosphatase 7 (inactive)
105376762	1.06e-01	8.99e-04	0.2137	3.3204138	0.70965617	53.71	KAZN-AS1	KAZN antisense RNA 1
105372321	1.09e-01	9.26e-04	0.1556	3.3121545	0.5152644	134.71	LOC105372321	uncharacterized LOC105372321
55840	1.09e-01	9.40e-04	0.1237	3.3078459	0.40923726	169.61	EAF2	ELL associated factor 2
105379087	1.09e-01	9.41e-04	0.1804	3.3075917	0.59655162	57.08	LOC105379087	uncharacterized LOC105379087
105375370	1.09e-01	9.37e-04	0.3472	3.3086502	1.14869133	14.01	LOC105375370	uncharacterized LOC105375370
3801	1.10e-01	9.50e-04	0.124	-3.3048546	-0.40990656	599.86	KIFC3	kinesin family member C3
2492	1.12e-01	9.94e-04	0.3004	3.2921452	0.98904595	18.35	FSHR	follicle stimulating hormone receptor
105375481	1.12e-01	9.98e-04	0.315	3.2912048	1.03678773	23.79	LOC105375481	uncharacterized LOC105375481
27010	1.12e-01	9.87e-04	0.1194	3.2942839	0.39330302	281.7	TPK1	thiamin pyrophosphokinase 1
286133	1.12e-01	9.77e-04	0.3279	3.2969362	1.08114897	63.05	SCARA5	scavenger receptor class A member 5
57611	1.12e-01	9.72e-04	0.2085	-3.2984883	-0.68766485	332.39	ISLR2	immunoglobulin superfamily containing leucine rich repeat 2
105371761	1.12e-01	9.97e-04	0.4711	-3.2914154	-1.55046006	40.75	LOC105371761	uncharacterized LOC105371761
4355	1.12e-01	9.96e-04	0.1026	-3.2916377	-0.33782662	1027.64	MPP2	MAGUK p55 scaffold protein 2
26824	1.12e-01	1.01e-03	0.4463	-3.2879683	-1.4672747	50.54	RNU11	RNA, U11 small nuclear
57533	1.13e-01	1.02e-03	0.0467	-3.2855763	-0.15328791	1318.51	TBC1D14	TBC1 domain family member 14
8654	1.13e-01	1.03e-03	0.1042	3.2834737	0.34198279	624.05	PDE5A	phosphodiesterase 5A
101928409	1.13e-01	1.03e-03	0.5351	-3.2831528	-1.75683672	6.53	LOC101928409	uncharacterized LOC101928409
163782	1.13e-01	1.04e-03	0.2739	-3.2799517	-0.89853024	43	KANK4	KN motif and ankyrin repeat domains 4
64218	1.13e-01	1.04e-03	0.1719	-3.279647	-0.56381346	456.17	SEMA4A	semaphorin 4A
10207	1.14e-01	1.05e-03	0.1155	3.2768575	0.37849169	557.97	PATJ	PATJ crumbs cell polarity complex component
316	1.14e-01	1.06e-03	0.231	3.2741485	0.7564051	44.37	AOX1	aldehyde oxidase 1
2331	1.15e-01	1.08e-03	0.3111	3.2689261	1.01680511	53.22	FMOD	fibromodulin
107986082	1.15e-01	1.07e-03	0.3471	3.2714214	1.13540731	17.51	LOC107986082	uncharacterized LOC107986082
5241	1.15e-01	1.08e-03	0.225	3.2691415	0.73557791	61.44	PGR	progesterone receptor
