GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
57116	0.30067604	6.78e-04	0.2753	3.39847289	9.36e-01	15.23	ZNF695	zinc finger protein 695
81624	0.30067604	6.88e-04	0.2493	3.39419981	8.46e-01	67.55	DIAPH3	diaphanous related formin 3
55304	0.30749637	7.16e-04	0.3098	3.38327964	1.05	66.62	SPTLC3	serine palmitoyltransferase long chain base subunit 3
105373768	0.30816699	8.49e-04	0.2889	-3.33643797	-9.64e-01	19.68	LOC105373768	uncharacterized LOC105373768
102503429	0.30816699	8.66e-04	0.5473	-3.3306827	-1.82	10.99	LINC01335	long intergenic non-protein coding RNA 1335
83698	0.30816699	8.14e-04	0.117	3.3478218	3.92e-01	2232.18	CALN1	calneuron 1
100133172	0.30816699	8.56e-04	0.3712	3.33413476	1.24	114.91	FAM66A	family with sequence similarity 66 member A
101928913	0.30816699	7.47e-04	0.4174	3.37166975	1.41	8.88	LINC01515	long intergenic non-protein coding RNA 1515
677808	0.30816699	8.50e-04	0.4916	-3.33596445	-1.64	42.07	SNORA23	small nucleolar RNA, H/ACA box 23
767588	0.30816699	7.81e-04	0.252	-3.35952018	-8.47e-01	56.63	SNORD114-10	small nucleolar RNA, C/D box 114-10
26851	0.30816699	8.11e-04	0.7083	-3.34909955	-2.37	2586.01	SNORD3B-1	small nucleolar RNA, C/D box 3B-1
6528	0.30816699	8.18e-04	0.9104	3.34651002	3.05	56.32	SLC5A5	solute carrier family 5 member 5
105372513	0.30816699	7.82e-04	0.3049	-3.35914902	-1.02	39.05	LOC105372513	
1292	0.30816699	7.31e-04	0.3584	3.37763402	1.21	155.74	COL6A2	collagen type VI alpha 2 chain
107984037	0.30816699	8.29e-04	0.6096	-3.34283783	-2.04	6.68	LOC107984037	uncharacterized LOC107984037
106144586	0.3138483	8.95e-04	0.3741	3.32163748	1.24	8.46	LINC01394	long intergenic non-protein coding RNA 1394
105377509	0.31389893	9.08e-04	0.2387	-3.31768755	-7.92e-01	29.36	LOC105377509	uncharacterized LOC105377509
105378675	0.31914124	1.01e-03	0.3405	-3.28824179	-1.12	31.25	LOC105378675	uncharacterized LOC105378675
105373275	0.31914124	1.01e-03	0.2939	-3.28701999	-9.66e-01	41.89	LOC105373275	uncharacterized LOC105373275
78989	0.31914124	9.67e-04	0.3888	-3.30000398	-1.28	18.43	COLEC11	collectin subfamily member 11
101927215	0.31914124	9.66e-04	0.3309	3.30027869	1.09	48.74	LINC01266	long intergenic non-protein coding RNA 1266
6540	0.31914124	9.85e-04	0.4863	3.29489169	1.60	217.35	SLC6A13	solute carrier family 6 member 13
80781	0.31914124	9.65e-04	0.2272	3.30062778	7.50e-01	353.28	COL18A1	collagen type XVIII alpha 1 chain
105379566	0.31914124	9.96e-04	0.3137	-3.2915473	-1.03	42.08	LOC105379566	endogenous retrovirus group K member 18 Pol protein-like
284525	0.32295778	1.05e-03	0.2387	3.27661759	7.82e-01	49.47	SLC9C2	solute carrier family 9 member C2 (putative)
105370469	0.32295778	1.04e-03	0.1236	-3.2786972	-4.05e-01	431.94	LRFN5-DT	LRFN5 divergent transcript
9576	0.33694771	1.11e-03	0.2993	-3.26081867	-9.76e-01	86.76	SPAG6	sperm associated antigen 6
3960	0.33694771	1.12e-03	0.3855	3.25770802	1.26	6.77	LGALS4	galectin 4
93166	0.34108569	1.17e-03	0.4026	3.24539433	1.31	44.71	PRDM6	PR/SET domain 6
10060	0.34108569	1.18e-03	0.1714	3.24414274	5.56e-01	603.13	ABCC9	ATP binding cassette subfamily C member 9
9098	0.34108569	1.16e-03	0.1823	3.24969075	5.92e-01	88.85	USP6	ubiquitin specific peptidase 6
105379272	0.35461695	1.24e-03	0.4959	-3.22974123	-1.60	8.54	LOC105379272	uncharacterized LOC105379272
2794	0.36041868	1.27e-03	0.0625	-3.22179723	-2.01e-01	3043.34	GNL1	G protein nucleolar 1 (putative)
780851	0.36041868	1.29e-03	0.6347	-3.21858597	-2.04	41721.42	SNORD3A	small nucleolar RNA, C/D box 3A
3127	0.36247432	1.31e-03	0.8307	3.21374754	2.67	49.27	HLA-DRB5	major histocompatibility complex, class II, DR beta 5
105376527	0.36258247	1.33e-03	0.2532	3.21048744	8.13e-01	34.87	STIM1-AS1	STIM1 antisense RNA 1
1382	0.36333704	1.35e-03	0.3593	3.2045204	1.15	55.59	CRABP2	cellular retinoic acid binding protein 2
107985216	0.36333704	1.40e-03	0.2645	3.19448713	8.45e-01	143.62	LOC107985216	uncharacterized LOC107985216
105373891	0.36333704	1.37e-03	0.2333	-3.20176467	-7.47e-01	117.06	LOC105373891	uncharacterized LOC105373891
79083	0.36333704	1.39e-03	0.6727	3.19762496	2.15	17.62	MLPH	melanophilin
101060179	0.36333704	1.40e-03	0.1943	-3.19406272	-6.21e-01	135.9	LOC101060179	replaced by ID 56981
3881	0.36333704	1.42e-03	0.3091	3.19149015	9.87e-01	20.74	KRT31	keratin 31
105373769	0.36646628	1.45e-03	0.439	-3.18452159	-1.40	15.34	LOC105373769	uncharacterized LOC105373769
283310	0.36646628	1.46e-03	0.1656	-3.18310759	-5.27e-01	824.06	OTOGL	otogelin like
3363	0.36857651	1.49e-03	0.203	3.17622249	6.45e-01	81.57	HTR7	5-hydroxytryptamine receptor 7
100862680	0.36857651	1.50e-03	0.3795	-3.17564668	-1.21	993.5	LINC00507	long intergenic non-protein coding RNA 507
26835	0.37691793	1.54e-03	0.4602	-3.16628372	-1.46	87.39	RNU4-1	RNA, U4 small nuclear 1
55283	0.39542981	1.72e-03	0.6729	3.13452724	2.11	19.92	MCOLN3	mucolipin TRP cation channel 3
284561	0.39542981	1.66e-03	0.2784	3.14429354	8.75e-01	17.36	LINC02806	long intergenic non-protein coding RNA 2806
130497	0.39542981	1.69e-03	0.6063	3.13905454	1.90	28.74	OSR1	odd-skipped related transcription factor 1
677800	0.39542981	1.73e-03	0.3409	-3.13288067	-1.07	468.98	SNORA12	small nucleolar RNA, H/ACA box 12
9177	0.39542981	1.73e-03	0.2581	-3.13297373	-8.09e-01	259.35	HTR3B	5-hydroxytryptamine receptor 3B
780852	0.39542981	1.65e-03	0.6578	-3.14632367	-2.07	1768.26	SNORD3B-2	small nucleolar RNA, C/D box 3B-2
100873962	0.39542981	1.67e-03	0.3543	3.14334112	1.11	18.35	LINC00278	long intergenic non-protein coding RNA 278
105373894	0.40041364	1.78e-03	0.3209	-3.12385624	-1.00	18.1	LOC105373894	uncharacterized LOC105373894
54716	0.40041364	1.77e-03	0.6341	3.12620664	1.98	145.23	SLC6A20	solute carrier family 6 member 20
29995	0.40058879	1.80e-03	0.1718	3.12108745	5.36e-01	78.91	LMCD1	LIM and cysteine rich domains 1
1823	0.40390119	1.83e-03	0.5117	-3.11604142	-1.59	35.41	DSC1	desmocollin 1
154197	0.4057714	1.92e-03	0.2918	-3.10219305	-9.05e-01	57.27	PNLDC1	PARN like ribonuclease domain containing exonuclease 1
729732	0.4057714	1.90e-03	0.2172	3.10514237	6.74e-01	271.51	LOC729732	uncharacterized LOC729732
26033	0.4057714	1.92e-03	0.1551	-3.10159413	-4.81e-01	29662.6	ATRNL1	attractin like 1
100129794	0.4057714	1.89e-03	0.3435	3.10653735	1.07	25.61	SLC25A21-AS1	SLC25A21 antisense RNA 1
1277	0.4057714	1.97e-03	0.7881	3.09444411	2.44	143.59	COL1A1	collagen type I alpha 1 chain
400841	0.4057714	1.89e-03	0.3226	-3.10700158	-1.00	59.08	LINC01597	long intergenic non-protein coding RNA 1597
6590	0.4057714	1.97e-03	0.7016	3.0946316	2.17	6.11	SLPI	secretory leukocyte peptidase inhibitor
105373010	0.4057714	1.97e-03	0.2949	-3.09510893	-9.13e-01	87.9	LINC01643	long intergenic non-protein coding RNA 1643
1832	0.41130574	2.02e-03	0.5976	3.08797814	1.85	386.35	DSP	desmoplakin
79656	0.42626323	2.16e-03	0.1258	-3.06771883	-3.86e-01	400.98	BEND5	BEN domain containing 5
8987	0.42626323	2.12e-03	0.1354	-3.07329226	-4.16e-01	134.99	STBD1	starch binding domain 1
401562	0.42626323	2.13e-03	0.2921	3.07094681	8.97e-01	150.5	LCNL1	lipocalin like 1
100101938	0.42626323	2.14e-03	0.3837	-3.06984648	-1.18	110.17	ANKRD26P3	ankyrin repeat domain 26 pseudogene 3
107987079	0.43255501	2.21e-03	0.4536	3.06097105	1.39	18.75	LOC107987079	uncharacterized LOC107987079
677847	0.43529989	2.24e-03	0.2513	-3.05672614	-7.68e-01	31.56	SNORA81	small nucleolar RNA, H/ACA box 81
9170	0.43537453	2.26e-03	0.2004	3.05434108	6.12e-01	29.63	LPAR2	lysophosphatidic acid receptor 2
3035	0.44227322	2.33e-03	0.0759	-3.04499795	-2.31e-01	1423.38	HARS1	histidyl-tRNA synthetase 1
112268015	0.44227322	2.33e-03	0.1173	3.04505944	3.57e-01	224.3	LOC112268015	uncharacterized LOC112268015
112268014	0.4436447	2.35e-03	0.2282	3.04177818	6.94e-01	194.78	LOC112268014	
23564	0.45185763	2.43e-03	0.1741	3.03171539	5.28e-01	214.05	DDAH2	dimethylarginine dimethylaminohydrolase 2
105369203	0.45185763	2.42e-03	0.4062	3.03378119	1.23	12.99	LOC105369203	uncharacterized LOC105369203
105377504	0.46279759	2.53e-03	0.4462	-3.02000204	-1.35	9.52	LOC105377504	uncharacterized LOC105377504
134466	0.46279759	2.52e-03	0.3054	3.02143855	9.23e-01	58.11	ZNF300P1	zinc finger protein 300 pseudogene 1
101928079	0.46941348	2.59e-03	0.2412	3.01211027	7.27e-01	50.38	SLC44A3-AS1	SLC44A3 antisense RNA 1
2949	0.46941348	2.60e-03	0.3587	3.01127063	1.08	164.35	GSTM5	glutathione S-transferase mu 5
3014	0.46952442	2.62e-03	0.1127	3.00900594	3.39e-01	169.92	H2AX	H2A.X variant histone
780853	0.47376396	2.66e-03	0.6703	-3.00409366	-2.01	3654.62	SNORD3C	small nucleolar RNA, C/D box 3C
27304	0.48602355	2.75e-03	0.1345	-2.99414163	-4.03e-01	190.68	MOCS3	molybdenum cofactor synthesis 3
150677	0.48822705	2.80e-03	0.6455	2.98845976	1.93	8.26	OTOS	otospiralin
692086	0.48822705	2.80e-03	0.3282	-2.9886452	-9.81e-01	638.65	SNORD17	small nucleolar RNA, C/D box 17
2114	0.48916677	2.83e-03	0.1592	-2.98574154	-4.75e-01	2161.95	ETS2	ETS proto-oncogene 2, transcription factor
780854	0.50063512	2.92e-03	0.6527	-2.97652585	-1.94	2955.54	SNORD3D	small nucleolar RNA, C/D box 3D
389421	0.50172287	2.94e-03	0.2197	-2.97375184	-6.53e-01	58.58	LIN28B	lin-28 homolog B
105378210	0.50509107	3.04e-03	0.4248	-2.96338905	-1.26	51.31	LOC105378210	uncharacterized LOC105378210
6176	0.50509107	3.02e-03	0.1238	2.96567159	3.67e-01	1092.41	RPLP1	ribosomal protein lateral stalk subunit P1
79652	0.50509107	3.00e-03	0.1823	2.96740113	5.41e-01	52.94	TMEM204	transmembrane protein 204
11326	0.50509107	3.04e-03	0.296	2.9636144	8.77e-01	82.2	VSIG4	V-set and immunoglobulin domain containing 4
105373009	0.51321424	3.11e-03	0.296	-2.95642659	-8.75e-01	107.97	LL22NC03-13G6.2	uncharacterized LL22NC03-13G6.2
10100	0.51796286	3.16e-03	0.3017	2.95154725	8.91e-01	81.73	TSPAN2	tetraspanin 2
255743	0.5436843	3.36e-03	0.2919	2.93266391	8.56e-01	232.28	NPNT	nephronectin
647042	0.5436843	3.36e-03	0.1613	2.93232062	4.73e-01	50.1	GOLGA6L10	golgin A6 family like 10
105371030	0.5436843	3.41e-03	0.3761	2.92848206	1.10	10.07	LOC105371030	
101927999	0.5436843	3.40e-03	0.5006	2.92897758	1.47	31.92	LOC101927999	putative uncharacterized protein FLJ44672
102723392	0.54579352	3.44e-03	0.2753	-2.92529044	-8.05e-01	40.04	LOC102723392	uncharacterized LOC102723392
9831	0.54664936	3.52e-03	0.0753	-2.91839673	-2.20e-01	838.5	ZNF623	zinc finger protein 623
105378299	0.54664936	3.55e-03	0.4105	2.9152311	1.20	12.15	LOC105378299	uncharacterized LOC105378299
10974	0.54664936	3.56e-03	0.312	2.9150326	9.10e-01	90.23	ADIRF	adipogenesis regulatory factor
387914	0.54664936	3.47e-03	0.2377	2.92281079	6.95e-01	31.64	SHISA2	shisa family member 2
366	0.54664936	3.51e-03	0.3968	-2.91949008	-1.16	149.28	AQP9	aquaporin 9
107987138	0.56006099	3.69e-03	0.3591	-2.90362006	-1.04	40.75	LOC107987138	uncharacterized LOC107987138
2892	0.56006099	3.68e-03	0.094	-2.90395963	-2.73e-01	4687.79	GRIA3	glutamate ionotropic receptor AMPA type subunit 3
8174	0.56036715	3.71e-03	0.3539	-2.90154484	-1.03	16.74	MADCAM1	mucosal vascular addressin cell adhesion molecule 1
25928	0.56123529	3.78e-03	0.1873	2.89618615	5.43e-01	111.34	SOSTDC1	sclerostin domain containing 1
387601	0.56123529	3.77e-03	0.227	-2.89720358	-6.58e-01	291.04	SLC22A25	solute carrier family 22 member 25
368	0.56123529	3.79e-03	0.2533	2.89540902	7.34e-01	25.42	ABCC6	ATP binding cassette subfamily C member 6
728377	0.56168162	3.81e-03	0.3264	2.89329615	9.44e-01	13.21	ARHGEF34P	Rho guanine nucleotide exchange factor 34, pseudogene
118471	0.56334771	3.86e-03	0.4348	-2.88924969	-1.26	20.5	PRAP1	proline rich acidic protein 1
55089	0.56334771	3.89e-03	0.3655	2.88683376	1.06	27.45	SLC38A4	solute carrier family 38 member 4
646548	0.56334771	3.88e-03	0.2395	-2.88798682	-6.92e-01	33.58	LOC646548	ADAM metallopeptidase domain 20 pseudogene
105379426	0.57068075	3.98e-03	0.3566	-2.8798478	-1.03	133.8	LOC105379426	putative ankyrin repeat domain-containing protein 20A2
3006	0.57068075	4.01e-03	0.115	2.8773104	3.31e-01	714.13	H1-2	H1.2 linker histone, cluster member
107986910	0.57068075	3.99e-03	0.3087	2.87862981	8.88e-01	44.1	LOC107986910	uncharacterized LOC107986910
105376121	0.57137609	4.04e-03	0.3136	-2.87512762	-9.02e-01	205.77	LOC105376121	uncharacterized LOC105376121
844	0.57515943	4.19e-03	0.1538	-2.86376053	-4.40e-01	261.97	CASQ1	calsequestrin 1
9816	0.57515943	4.17e-03	0.0822	-2.8647565	-2.35e-01	301.64	URB2	URB2 ribosome biogenesis homolog
285097	0.57515943	4.23e-03	0.203	2.86069948	5.81e-01	67.73	LOC285097	uncharacterized FLJ38379
105369228	0.57515943	4.20e-03	0.2722	2.86297676	7.79e-01	171.47	LOC105369228	uncharacterized LOC105369228
8336	0.57515943	4.23e-03	0.4252	2.86077719	1.22	9.38	H2AC17	H2A clustered histone 17
29923	0.57515943	4.19e-03	0.2036	2.86338195	5.83e-01	124.62	HILPDA	hypoxia inducible lipid droplet associated
3671	0.57515943	4.20e-03	0.3083	2.8627115	8.83e-01	191.04	ISLR	immunoglobulin superfamily containing leucine rich repeat
102723862	0.59259985	4.38e-03	0.6221	-2.8494818	-1.77	9.45	LOC102723862	uncharacterized LOC102723862
27293	0.59372715	4.44e-03	0.3874	2.84506149	1.10	16.05	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B
107986058	0.59372715	4.50e-03	0.3293	2.84079436	9.35e-01	26.79	LOC107986058	uncharacterized LOC107986058
63973	0.59372715	4.46e-03	0.4422	2.84346805	1.26	10.67	NEUROG2	neurogenin 2
5118	0.59372715	4.43e-03	0.4101	2.84551064	1.17	46.15	PCOLCE	procollagen C-endopeptidase enhancer
1	0.59372715	4.51e-03	0.1485	2.84033601	4.22e-01	88.72	A1BG	alpha-1-B glycoprotein
105374101	0.59624206	4.57e-03	0.2243	2.83602615	6.36e-01	27.78	LOC105374101	uncharacterized LOC105374101
222545	0.59624206	4.57e-03	0.5088	-2.83562693	-1.44	9.2	GPRC6A	G protein-coupled receptor class C group 6 member A
101929974	0.60331669	4.65e-03	0.2882	-2.830187	-8.16e-01	67.29	LOC101929974	uncharacterized LOC101929974
169611	0.61051928	4.82e-03	0.3407	2.81860557	9.60e-01	93.29	OLFML2A	olfactomedin like 2A
100507347	0.61051928	4.80e-03	0.3546	2.82004364	1.00	161.37	VIM-AS1	VIM antisense RNA 1
387758	0.61051928	4.76e-03	0.1579	2.82304204	4.46e-01	229.07	FIBIN	fin bud initiation factor homolog
104472718	0.61051928	4.83e-03	0.3871	-2.81814409	-1.09	27.56	LINC00508	long intergenic non-protein coding RNA 508
107984660	0.61051928	4.76e-03	0.2517	2.82274216	7.11e-01	16.48	AJUBA-DT	AJUBA divergent transcript
10279	0.63263244	5.05e-03	0.3196	-2.80393008	-8.96e-01	33.22	PRSS16	serine protease 16
253868	0.63263244	5.06e-03	0.3116	-2.80344547	-8.74e-01	30.89	CRMA	cardiomyocyte maturation associated lncRNA
286133	0.63538882	5.10e-03	0.4455	2.80042575	1.25	79.75	SCARA5	scavenger receptor class A member 5
9052	0.6439009	5.20e-03	0.6282	2.79451554	1.76	8.01	GPRC5A	G protein-coupled receptor class C group 5 member A
107985043	0.64462309	5.30e-03	0.3572	-2.78808825	-9.96e-01	15.57	LOC107985043	uncharacterized LOC107985043
164832	0.64462309	5.35e-03	0.1011	-2.78543516	-2.82e-01	10753.01	LONRF2	LON peptidase N-terminal domain and ring finger 2
107987361	0.64462309	5.46e-03	0.312	-2.77841569	-8.67e-01	31.28	LOC107987361	replaced by ID 105379426
3426	0.64462309	5.43e-03	0.2773	2.78005442	7.71e-01	48.74	CFI	complement factor I
7431	0.64462309	5.44e-03	0.3179	2.77998504	8.84e-01	1525.05	VIM	vimentin
79035	0.64462309	5.37e-03	0.1116	-2.78401595	-3.11e-01	481.74	NABP2	nucleic acid binding protein 2
105370537	0.64462309	5.44e-03	0.4722	2.77955312	1.31	8.58	LOC105370537	replaced by ID 2530
6557	0.64462309	5.39e-03	0.3654	-2.78261659	-1.02	81.65	SLC12A1	solute carrier family 12 member 1
101927727	0.64462309	5.34e-03	0.3694	2.78572119	1.03	8.01	LOC101927727	uncharacterized LOC101927727
105379420	0.64462309	5.24e-03	0.3875	2.79161933	1.08	43.58	LOC105379420	uncharacterized LOC105379420
100847021	0.65572963	5.58e-03	0.3639	-2.77132199	-1.01	12.95	MIR5002	microRNA 5002
100302143	0.6610929	5.66e-03	0.34	-2.76713507	-9.41e-01	22.63	MIR1248	microRNA 1248
55244	0.6686017	5.75e-03	0.3834	2.76192229	1.06	107.17	SLC47A1	solute carrier family 47 member 1
2331	0.66926492	5.78e-03	0.5706	2.7600759	1.57	70.54	FMOD	fibromodulin
105374811	0.66974111	5.86e-03	0.3582	2.75531324	9.87e-01	8.25	LOC105374811	uncharacterized LOC105374811
134391	0.66974111	5.82e-03	0.4058	2.75749342	1.12	8.4	GPR151	G protein-coupled receptor 151
100129387	0.66974111	5.86e-03	0.1796	2.75565419	4.95e-01	219.97	GABPB1-AS1	GABPB1 antisense RNA 1
339862	0.69212481	6.09e-03	0.7601	-2.74303807	-2.08	13.51	BALR6	B-cell acute lymphoblastic leukemia associated long RNA 6
116496	0.69868365	6.56e-03	0.3387	2.71839145	9.21e-01	115.87	NIBAN1	niban apoptosis regulator 1
7545	0.69868365	6.47e-03	0.2492	2.72281803	6.79e-01	260.61	ZIC1	Zic family member 1
100505806	0.69868365	6.52e-03	0.3984	2.72059556	1.08	17.48	SNHG18	small nucleolar RNA host gene 18
105375792	0.69868365	6.53e-03	0.4375	-2.72012156	-1.19	13.78	LOC105375792	uncharacterized LOC105375792
158158	0.69868365	6.57e-03	0.4147	2.71809276	1.13	13.09	RASEF	RAS and EF-hand domain containing
119385	0.69868365	6.20e-03	0.2597	2.73713651	7.11e-01	121.5	AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11
101927590	0.69868365	6.25e-03	0.2974	-2.73428249	-8.13e-01	26.89	LINC01166	long intergenic non-protein coding RNA 1166
64231	0.69868365	6.41e-03	0.3151	2.72587651	8.59e-01	48.39	MS4A6A	membrane spanning 4-domains A6A
9840	0.69868365	6.50e-03	0.2246	-2.72118712	-6.11e-01	3517.02	TESPA1	thymocyte expressed, positive selection associated 1
3843	0.69868365	6.54e-03	0.1194	-2.71954137	-3.25e-01	4823.62	IPO5	importin 5
26831	0.69868365	6.41e-03	0.4915	-2.7260534	-1.34	22.12	RNU5A-1	RNA, U5A small nuclear 1
100507534	0.69868365	6.38e-03	0.347	-2.72783078	-9.47e-01	67.41	LINC02192	long intergenic non-protein coding RNA 2192
1824	0.69868365	6.32e-03	0.2271	2.73067607	6.20e-01	140.51	DSC2	desmocollin 2
10226	0.69868365	6.25e-03	0.2861	2.73434503	7.82e-01	178.62	PLIN3	perilipin 3
105379499	0.69868365	6.28e-03	0.3958	2.73298718	1.08	29.86	LOC105379499	uncharacterized LOC105379499
8673	0.70942594	6.70e-03	0.2422	2.71162716	6.57e-01	31.63	VAMP8	vesicle associated membrane protein 8
107986082	0.71570593	6.79e-03	0.3924	2.70673517	1.06	24.09	LOC107986082	uncharacterized LOC107986082
1346	0.71570593	6.81e-03	0.2895	-2.70589097	-7.83e-01	340.12	COX7A1	cytochrome c oxidase subunit 7A1
92949	0.72641934	6.97e-03	0.1349	2.69840499	3.64e-01	137.37	ADAMTSL1	ADAMTS like 1
